,price,pe1,pb1,pe2,pb2,pe3,pb3,pe4,pb4
2014-11-10,1783.95,49.39,4.74,53.6,4.59,59.89,5.81,114.19,6.89
2014-11-11,1728.91,47.75,4.59,51.73,4.42,57.35,5.49,109.84,6.62
2014-11-12,1746.14,48.19,4.63,52.13,4.47,56.92,5.51,113.92,6.77
2014-11-13,1710.96,47.08,4.52,50.77,4.35,54.24,5.29,113.26,6.64
2014-11-14,1709.72,47.06,4.52,50.71,4.34,53.88,5.28,112.09,6.62
2014-11-17,1740.74,48.01,4.61,51.66,4.43,56.6,5.45,116.24,6.76
2014-11-18,1755.76,48.33,4.64,51.85,4.44,57.6,5.57,116.56,6.81
2014-11-19,1793.9,49.29,4.74,52.77,4.52,57.84,5.6,120.88,6.96
2014-11-20,1788.81,49.11,4.72,52.6,4.5,57.28,5.62,120.67,6.92
2014-11-21,1819.47,50.02,4.81,53.73,4.62,57.73,5.72,120.9,7.02
2014-11-24,1844.03,50.46,4.85,53.88,4.64,58.52,5.73,121.87,7.1
2014-11-25,1874.84,51.12,4.91,54.25,4.67,59.16,5.72,123.0,7.17
2014-11-26,1882.67,51.31,4.87,54.32,4.62,60.35,5.6,123.67,7.18
2014-11-27,1879.16,51.23,4.87,54.44,4.62,60.39,5.61,121.95,7.19
2014-11-28,1876.07,51.13,4.86,54.26,4.61,61.3,5.59,122.49,7.22
2014-12-01,1859.06,50.81,4.82,53.93,4.57,59.72,5.45,122.96,7.2
2014-12-02,1872.39,51.12,4.85,54.33,4.61,59.99,5.45,122.81,7.23
2014-12-03,1928.85,52.64,5.0,55.86,4.75,60.52,5.8,126.12,7.37
2014-12-04,1955.45,53.25,5.06,56.21,4.78,61.04,5.79,131.68,7.47
2014-12-05,1906.98,51.81,4.92,54.45,4.61,58.97,5.48,129.56,7.29
2014-12-08,1913.62,52.08,4.95,54.49,4.63,59.09,5.53,128.02,7.28
2014-12-09,1883.28,51.5,4.89,54.04,4.58,57.46,5.46,121.94,7.13
2014-12-10,1991.56,54.58,5.18,57.62,4.87,59.56,5.82,125.46,7.43
2014-12-11,1980.4,54.25,5.15,57.24,4.85,59.76,5.79,124.85,7.4
2014-12-12,2018.95,55.08,5.23,57.74,4.89,60.18,5.85,128.89,7.55
2014-12-15,2047.89,55.9,5.39,58.21,5.1,62.21,5.86,130.47,7.69
2014-12-16,2040.56,55.7,5.37,57.75,5.07,61.0,5.81,130.4,7.66
2014-12-17,2012.44,54.9,5.3,56.8,4.99,61.38,5.86,128.68,7.59
2014-12-18,2007.2,54.73,5.28,56.65,4.97,61.74,5.76,126.81,7.6
2014-12-19,1958.4,53.28,5.14,54.98,4.82,59.91,5.68,123.08,7.44
2014-12-22,1883.72,51.37,4.96,53.04,4.62,55.41,5.32,115.53,7.16
2014-12-23,1856.3,50.73,4.9,52.63,4.58,54.81,5.26,112.13,7.04
2014-12-24,1883.9,51.47,4.97,53.58,4.66,55.9,5.35,113.25,7.13
2014-12-25,1902.83,51.95,5.01,53.84,4.7,56.03,5.34,115.0,7.22
2014-12-26,1927.51,52.53,5.07,54.22,4.73,55.74,5.35,116.39,7.27
2014-12-29,1903.0,51.95,5.01,53.2,4.65,53.2,5.23,111.64,7.05
2014-12-30,1831.38,50.04,4.82,51.33,4.47,51.4,5.1,109.4,6.83
2014-12-31,1829.76,49.79,4.79,51.19,4.46,50.91,5.1,109.11,6.8
2015-01-05,1849.76,50.3,4.84,51.54,4.49,51.31,5.08,107.91,6.82
2015-01-06,1931.94,52.37,5.04,53.7,4.66,53.0,5.35,114.38,7.15
2015-01-07,1915.07,52.01,5.0,53.23,4.62,52.51,5.25,113.96,7.11
2015-01-08,1926.63,52.24,5.03,53.45,4.64,53.39,5.24,116.03,7.2
2015-01-09,1927.9,52.21,5.02,53.31,4.62,53.3,5.25,115.83,7.19
2015-01-12,1958.93,52.89,5.09,53.45,4.61,54.43,5.32,120.6,7.33
2015-01-13,1992.87,53.86,5.18,54.89,4.74,56.48,5.55,124.12,7.49
2015-01-14,1971.82,53.35,5.12,54.44,4.68,55.49,5.43,123.79,7.39
2015-01-15,1985.42,53.58,5.14,54.29,4.67,55.27,5.38,124.49,7.45
2015-01-16,2078.31,55.85,5.36,56.27,4.82,58.66,5.6,131.22,7.8
2015-01-19,2047.53,54.94,5.27,55.22,4.72,57.4,5.43,130.63,7.76
2015-01-20,2125.21,56.98,5.47,57.48,4.91,59.64,5.86,134.89,8.07
2015-01-21,2162.47,58.07,5.57,58.66,5.02,61.21,5.9,137.58,8.23
2015-01-22,2175.2,58.37,5.56,58.72,5.01,60.29,5.97,139.87,8.25
2015-01-23,2118.01,56.93,5.42,57.4,4.91,59.55,5.81,135.4,7.99
2015-01-26,2190.12,58.77,5.6,59.02,5.04,61.92,5.93,142.68,8.23
2015-01-27,2182.71,58.6,5.58,58.79,5.02,62.81,5.96,143.67,8.24
2015-01-28,2175.34,58.66,5.58,59.35,5.07,63.17,6.17,143.21,8.22
2015-01-29,2160.56,58.25,5.5,58.81,4.93,63.96,5.7,142.07,8.25
2015-01-30,2135.54,57.35,5.45,57.63,4.93,62.72,5.66,140.69,8.21
2015-02-02,2149.52,57.6,5.48,57.5,4.92,63.63,5.6,147.61,8.42
2015-02-03,2211.26,59.18,5.63,58.83,5.04,66.31,5.8,154.83,8.7
2015-02-04,2209.76,59.23,5.63,58.7,5.02,67.38,5.74,160.55,8.86
2015-02-05,2263.78,60.65,5.77,60.13,5.16,68.7,5.77,167.76,9.18
2015-02-06,2225.23,59.74,5.68,59.23,5.08,65.3,5.74,160.65,9.0
2015-02-09,2193.7,58.77,5.59,58.17,5.0,65.4,5.66,161.53,8.91
2015-02-10,2252.45,60.22,5.73,59.13,5.08,67.38,5.68,169.54,9.17
2015-02-11,2294.51,60.35,5.82,58.45,5.14,67.32,5.69,158.57,9.27
2015-02-12,2316.29,60.28,5.87,58.7,5.21,66.45,5.79,158.85,9.25
2015-02-13,2379.43,62.21,6.03,60.33,5.33,70.73,5.95,163.17,9.59
2015-02-16,2498.22,64.57,6.36,62.48,5.6,70.36,6.23,162.69,10.13
2015-02-17,2504.43,64.6,6.37,61.94,5.57,72.91,6.33,161.65,10.1
2015-02-25,2434.22,62.81,6.19,60.55,5.46,69.98,6.21,153.02,9.68
2015-02-26,2453.92,62.96,6.23,60.33,5.46,66.89,6.27,153.46,9.73
2015-02-27,2507.35,62.93,6.31,61.19,5.56,66.86,6.33,139.94,9.95
2015-03-02,2534.12,63.18,6.38,61.28,5.62,64.54,6.42,111.09,9.92
2015-03-03,2477.93,62.0,6.26,60.03,5.51,63.48,6.24,110.21,9.68
2015-03-04,2549.23,63.95,6.46,62.34,5.69,64.77,6.56,110.24,9.83
2015-03-05,2544.58,63.9,6.45,62.05,5.68,64.39,6.66,108.32,9.8
2015-03-06,2473.19,62.01,6.25,60.18,5.5,63.25,6.44,105.36,9.51
2015-03-09,2518.11,63.19,6.37,61.38,5.6,63.95,6.41,110.07,9.8
2015-03-10,2574.0,64.78,6.53,62.56,5.7,65.53,6.54,112.14,10.02
2015-03-11,2569.56,64.57,6.51,62.8,5.73,65.43,6.61,111.09,10.04
2015-03-12,2561.58,64.38,6.46,62.62,5.68,67.95,6.51,109.87,9.94
2015-03-13,2602.81,65.52,6.57,63.85,5.79,71.09,6.65,113.82,10.2
2015-03-16,2705.88,68.3,6.85,66.13,6.0,73.18,6.94,120.53,10.75
2015-03-17,2706.8,68.24,6.84,66.46,6.02,73.29,6.91,120.59,10.72
2015-03-18,2769.75,69.78,6.99,68.16,6.16,74.47,7.05,121.81,10.91
2015-03-19,2773.36,70.0,7.01,68.26,6.17,78.6,6.95,121.16,10.88
2015-03-20,2828.53,71.4,7.15,69.33,6.26,78.87,6.93,123.38,11.06
2015-03-23,2932.77,73.94,7.4,72.17,6.48,81.39,7.29,125.63,11.37
2015-03-24,2993.96,75.39,7.54,73.05,6.54,85.9,7.21,132.67,11.77
2015-03-25,2984.99,75.1,7.42,73.41,6.52,86.79,7.21,131.26,11.62
2015-03-26,2861.57,71.88,7.1,71.24,6.34,81.75,7.17,122.3,10.96
2015-03-27,2896.4,72.44,7.16,71.7,6.39,83.55,7.13,121.52,11.03
2015-03-30,2878.42,72.57,7.13,72.27,6.37,82.53,7.07,119.23,10.85
2015-03-31,2904.67,73.68,7.21,73.81,6.45,85.4,7.14,121.07,11.02
2015-04-01,2962.1,75.21,7.36,75.51,6.62,89.92,7.36,123.65,11.22
2015-04-02,2998.82,76.06,7.45,76.74,6.71,89.32,7.34,123.94,11.34
2015-04-03,3026.31,76.69,7.51,78.01,6.83,88.35,7.53,122.37,11.3
2015-04-07,3064.77,77.55,7.6,78.89,6.9,90.29,7.73,122.7,11.41
2015-04-08,2981.02,73.83,7.38,73.75,6.73,89.71,7.73,121.0,11.22
2015-04-09,2958.16,73.26,7.32,72.77,6.65,87.65,7.54,125.09,11.29
2015-04-10,3025.21,74.24,7.49,74.33,6.81,89.79,7.47,122.58,11.4
2015-04-13,3022.86,74.2,7.48,74.43,6.82,90.62,7.13,120.48,11.29
2015-04-14,2991.66,73.42,7.4,73.66,6.75,91.89,7.05,118.22,11.09
2015-04-15,2866.63,69.8,7.08,69.94,6.46,86.25,6.87,108.63,10.47
2015-04-16,2908.87,70.6,7.18,70.67,6.53,82.54,7.02,109.21,10.56
2015-04-17,2938.81,71.2,7.24,70.97,6.55,82.46,7.02,111.34,10.65
2015-04-20,2911.98,70.28,7.14,69.4,6.4,78.45,7.02,110.25,10.63
2015-04-21,3067.76,73.72,7.51,72.07,6.66,82.5,7.02,116.13,11.23
2015-04-22,3190.77,76.0,7.8,73.71,6.86,85.86,7.06,120.96,11.61
2015-04-23,3300.11,78.28,8.05,75.13,7.0,87.99,7.09,154.59,12.01
2015-04-24,3374.28,80.24,8.17,75.34,7.02,86.95,7.02,157.21,12.23
2015-04-27,3397.2,81.13,8.16,75.92,7.04,87.46,7.13,178.98,12.36
2015-04-28,3319.75,78.93,7.94,72.48,6.73,83.38,6.98,176.16,12.21
2015-04-29,3488.82,83.71,8.24,75.47,6.88,85.92,7.12,234.51,12.86
2015-04-30,3568.24,85.27,8.38,75.92,6.93,91.81,7.2,245.1,13.28
2015-05-04,3504.92,83.94,8.25,76.04,6.95,90.96,7.42,234.41,12.86
2015-05-05,3382.18,81.07,7.97,73.56,6.72,89.07,7.14,228.2,12.52
2015-05-06,3426.2,82.15,8.08,73.66,6.71,88.03,7.29,236.12,12.72
2015-05-07,3388.3,81.57,8.06,73.44,6.72,85.94,7.3,247.8,12.68
2015-05-08,3576.7,86.04,8.5,76.99,7.06,92.81,7.95,268.39,13.46
2015-05-11,3791.57,91.6,8.74,79.76,7.24,95.7,7.97,291.04,14.04
2015-05-12,3948.02,95.36,9.1,81.09,7.37,98.76,8.09,306.89,14.77
2015-05-13,3998.77,97.29,9.29,83.18,7.56,99.32,8.15,297.27,14.83
2015-05-14,3883.79,94.71,9.04,82.12,7.47,96.66,8.05,280.7,14.22
2015-05-15,3906.64,95.17,9.09,82.21,7.49,96.41,8.07,282.02,14.29
2015-05-18,4007.78,98.7,8.93,84.04,7.54,108.05,8.08,288.57,14.53
2015-05-19,4066.14,100.09,9.06,86.65,7.78,111.9,8.36,286.72,14.63
2015-05-20,4162.29,102.29,9.26,88.41,7.93,111.56,8.46,297.51,15.05
2015-05-21,4244.17,104.76,9.49,91.58,8.24,117.13,8.92,301.94,15.38
2015-05-22,4274.51,105.38,9.55,91.89,8.27,115.55,8.83,292.9,15.28
2015-05-25,4264.53,104.94,9.51,92.72,8.35,116.69,8.76,280.16,14.99
2015-05-26,4425.58,108.6,9.84,95.01,8.62,120.43,9.07,287.58,15.68
2015-05-27,4366.64,111.75,8.58,94.91,8.41,117.87,8.95,284.01,15.33
2015-05-28,4087.88,104.55,8.02,89.94,7.91,113.4,8.4,286.12,14.65
2015-05-29,4172.29,106.55,8.18,91.14,8.03,115.0,8.79,289.55,15.05
2015-06-01,4386.96,112.1,8.6,95.87,8.46,116.83,9.31,297.77,15.86
2015-06-02,4628.85,117.85,9.05,100.61,8.88,123.21,9.91,304.8,16.69
2015-06-03,4696.86,119.28,9.16,101.95,8.96,126.88,9.76,309.56,17.19
2015-06-04,4660.48,118.05,9.06,101.52,8.89,126.97,9.36,305.02,17.14
2015-06-05,4580.33,116.97,8.98,102.45,8.93,121.35,9.67,302.79,16.7
2015-06-08,4453.25,113.52,8.71,101.21,8.77,115.93,9.33,296.17,16.11
2015-06-09,4456.26,113.5,8.72,101.42,8.86,119.87,9.48,296.36,15.98
2015-06-10,4616.67,117.82,9.05,105.61,9.21,126.85,9.99,301.49,16.46
2015-06-11,4617.63,117.83,9.05,106.66,9.3,130.06,9.93,301.51,16.5
2015-06-12,4713.62,121.44,9.12,110.5,9.58,139.01,10.07,305.08,16.65
2015-06-15,4542.94,122.53,9.05,115.87,9.85,133.92,10.26,310.1,17.11
2015-06-16,4394.42,118.06,8.72,110.05,9.38,124.11,9.65,303.29,16.59
2015-06-17,4531.96,121.84,9.0,113.38,9.68,128.76,10.29,310.55,17.34
2015-06-18,4256.03,114.62,8.47,107.28,9.17,116.76,9.78,299.69,16.16
2015-06-19,4018.38,107.52,7.94,99.74,8.52,108.46,9.32,290.71,15.51
2015-06-23,4021.66,107.49,7.95,100.77,8.54,113.25,9.48,291.78,15.69
2015-06-24,4013.1,107.62,7.96,101.88,8.62,114.02,9.58,277.02,15.51
2015-06-25,3762.37,100.59,7.44,95.51,8.08,105.96,8.86,253.9,14.43
2015-06-26,3434.46,91.65,6.78,86.62,7.32,95.37,7.98,231.3,13.17
2015-06-29,3172.73,84.54,6.25,79.01,6.69,86.2,7.18,212.45,12.07
2015-06-30,3366.8,89.83,6.65,84.67,7.12,92.36,7.45,214.26,12.75
2015-07-01,3215.03,85.85,6.35,80.67,6.74,85.47,7.39,199.57,12.11
2015-07-02,3082.74,82.15,6.08,76.13,6.36,81.22,6.84,185.35,11.53
2015-07-03,3000.28,79.87,5.91,73.04,6.04,74.83,6.27,173.14,11.13
2015-07-06,2914.41,77.58,5.74,71.04,5.87,71.16,6.08,161.38,10.56
2015-07-07,2738.91,72.79,5.39,65.72,5.46,66.94,5.75,154.8,9.94
2015-07-08,2677.16,70.71,5.23,62.89,5.2,65.63,5.81,151.85,9.81
2015-07-09,2781.64,73.78,5.46,65.79,5.47,68.37,5.94,155.34,10.13
2015-07-10,2896.43,77.15,5.71,68.68,5.73,71.74,6.16,159.16,10.37
2015-07-13,3050.57,81.6,6.04,72.76,6.07,78.66,6.16,164.25,10.72
2015-07-14,3099.08,83.37,6.17,76.58,6.36,84.31,6.16,173.65,11.24
2015-07-15,2953.04,78.9,5.84,72.48,6.02,80.34,6.16,163.79,10.77
2015-07-16,3000.4,80.25,5.94,74.16,6.15,81.44,6.16,166.45,10.84
2015-07-17,3153.6,84.71,6.27,78.69,6.52,87.14,6.36,178.8,11.49
2015-07-20,3209.92,86.3,6.39,80.69,6.65,88.7,6.48,189.1,11.94
2015-07-21,3242.0,87.35,6.46,82.53,6.79,89.9,6.9,193.52,12.08
2015-07-22,3275.44,88.11,6.53,82.83,6.83,90.2,6.81,196.53,12.22
2015-07-23,3392.05,91.51,6.78,86.09,7.15,92.8,7.46,202.4,12.59
2015-07-24,3306.93,88.81,6.58,83.76,6.95,91.3,7.24,195.67,12.26
2015-07-27,3098.57,82.42,6.13,77.52,6.44,84.77,7.07,180.13,11.46
2015-07-28,3006.55,79.78,5.93,75.26,6.23,81.31,6.81,167.77,10.9
2015-07-29,3154.03,84.13,6.26,79.39,6.58,88.52,7.41,177.08,11.52
2015-07-30,3052.04,81.22,6.04,76.36,6.34,85.95,6.97,166.24,11.1
2015-07-31,3022.03,80.23,5.97,75.04,6.23,82.95,6.55,163.23,10.88
2015-08-03,2893.74,76.55,5.69,71.59,5.95,75.48,6.16,151.02,10.24
2015-08-04,3046.38,81.03,6.03,76.6,6.36,81.64,6.53,162.64,10.84
2015-08-05,2972.8,78.96,5.87,75.29,6.23,79.87,6.34,159.31,10.55
2015-08-06,2934.39,77.43,5.74,73.92,6.12,75.31,6.34,158.15,10.34
2015-08-07,3038.01,80.34,5.96,77.01,6.4,79.05,6.46,168.28,10.77
2015-08-10,3176.6,83.55,6.24,80.19,6.71,85.36,6.64,180.6,11.39
2015-08-11,3196.54,84.05,6.28,79.98,6.71,85.6,6.72,182.02,11.56
2015-08-12,3148.26,82.57,6.17,78.44,6.61,82.66,6.52,176.45,11.29
2015-08-13,3231.77,84.88,6.34,80.21,6.79,87.0,6.7,185.06,11.7
2015-08-14,3207.55,84.35,6.3,80.04,6.77,85.35,6.61,182.72,11.63
2015-08-17,3191.24,83.03,7.12,79.74,7.03,86.45,6.76,179.54,11.56
2015-08-18,2996.99,77.48,6.64,73.85,6.49,80.87,6.36,164.77,10.79
2015-08-19,3064.43,79.26,6.79,75.57,6.62,84.36,6.45,170.8,11.12
2015-08-20,2988.81,76.27,6.57,73.15,6.43,83.12,6.2,162.93,10.74
2015-08-21,2820.63,71.64,6.17,68.42,6.01,75.9,6.17,150.9,10.02
2015-08-24,2632.05,66.92,5.65,62.99,5.48,68.31,5.81,91.68,9.25
2015-08-25,2465.34,61.92,5.25,57.46,5.02,58.01,5.67,83.0,8.48
2015-08-26,2363.62,55.62,5.0,54.33,4.81,53.89,5.62,64.72,8.04
2015-08-27,2448.31,57.81,5.21,56.97,5.07,54.79,5.79,68.02,8.5
2015-08-28,2568.86,60.69,5.48,60.14,5.38,55.39,5.8,72.54,9.06
2015-08-31,2505.8,59.34,5.34,58.66,5.21,53.15,5.68,70.13,8.62
2015-09-01,2413.76,57.16,5.15,55.43,4.91,51.27,5.63,65.82,8.08
2015-09-02,2388.29,56.86,5.12,55.73,4.94,51.67,5.58,64.41,7.94
2015-09-07,2420.19,57.5,5.18,56.33,5.01,52.99,5.55,66.16,8.28
2015-09-08,2516.79,59.94,5.4,58.78,5.23,54.54,5.68,69.98,8.77
2015-09-09,2568.49,61.18,5.51,60.2,5.35,55.07,5.72,71.47,8.97
2015-09-10,2544.33,60.61,5.46,59.36,5.28,54.54,5.86,71.19,8.86
2015-09-11,2576.37,61.41,5.49,59.93,5.26,54.54,5.86,72.51,8.97
2015-09-14,2437.28,57.9,5.17,55.97,4.89,52.67,5.5,68.03,8.38
2015-09-15,2321.68,54.94,4.91,52.59,4.57,50.27,5.37,64.68,7.94
2015-09-16,2459.85,58.53,5.23,56.63,4.93,52.47,5.68,68.82,8.47
2015-09-17,2428.7,57.69,5.15,55.56,4.84,52.81,5.72,68.54,8.5
2015-09-18,2474.39,58.93,5.27,56.83,4.96,54.47,5.78,70.38,8.7
2015-09-21,2586.98,61.63,5.51,59.51,5.19,55.76,5.91,74.69,9.25
2015-09-22,2587.62,61.65,5.51,59.55,5.19,55.66,5.85,74.81,9.27
2015-09-23,2576.16,61.38,5.48,58.95,5.14,55.99,5.75,75.66,9.32
2015-09-24,2621.21,62.66,5.6,60.16,5.25,55.46,5.79,77.59,9.48
2015-09-25,2516.43,59.89,5.35,57.16,4.98,54.16,5.68,72.57,9.05
2015-09-28,2603.5,62.1,5.55,59.25,5.15,56.85,5.73,76.55,9.5
2015-09-29,2575.78,61.38,5.48,58.45,5.06,56.02,5.68,74.92,9.48
2015-09-30,2555.57,61.13,5.46,58.37,5.06,56.23,5.74,74.53,9.3
2015-10-08,2654.5,63.48,5.67,60.95,5.28,58.73,5.9,78.01,9.67
2015-10-09,2669.39,63.78,5.7,61.69,5.35,58.87,5.97,78.14,9.61
