,price,pe1,pb1,pe2,pb2,pe3,pb3,pe4,pb4
2005-04-08,1003.45,15.53,2.06,18.73,1.74,20.31,1.97,30.38,2.14
2005-04-11,995.42,15.43,2.04,18.72,1.74,20.28,1.97,29.49,2.13
2005-04-12,978.7,15.09,2.0,18.49,1.7,19.95,1.92,29.5,2.07
2005-04-13,1000.9,15.55,2.04,19.06,1.75,20.39,1.96,29.88,2.13
2005-04-14,986.98,15.37,2.02,18.76,1.72,19.93,1.94,29.16,2.1
2005-04-15,974.08,15.17,1.99,18.42,1.68,19.66,1.91,28.93,2.06
2005-04-18,963.77,15.36,1.97,18.28,1.67,19.5,1.88,30.91,2.04
2005-04-19,965.89,15.37,1.97,18.36,1.67,19.96,1.9,32.17,2.04
2005-04-20,950.87,15.18,1.94,18.23,1.63,19.86,1.84,33.02,2.0
2005-04-21,943.98,15.27,1.95,18.06,1.6,19.57,1.81,31.51,1.98
2005-04-22,939.1,15.31,1.95,18.12,1.57,19.45,1.77,29.68,1.96
2005-04-25,930.07,15.16,1.93,17.86,1.54,18.7,1.73,29.04,1.92
2005-04-26,937.08,15.34,1.93,18.41,1.56,19.06,1.74,30.47,1.93
2005-04-27,926.6,15.15,1.9,18.24,1.53,18.55,1.7,30.56,1.9
2005-04-28,942.07,15.49,1.93,18.75,1.56,19.08,1.73,30.65,1.93
2005-04-29,932.39,15.28,1.9,18.65,1.54,18.79,1.73,29.21,1.91
2005-05-09,909.17,14.82,1.82,18.23,1.49,18.32,1.67,29.05,1.85
2005-05-10,913.08,14.92,1.84,18.35,1.5,18.43,1.66,29.19,1.85
2005-05-11,901.85,14.77,1.82,18.18,1.49,18.34,1.66,29.18,1.84
2005-05-12,885.82,14.43,1.78,17.89,1.48,17.85,1.63,28.78,1.82
2005-05-13,887.54,14.44,1.79,17.92,1.49,18.21,1.65,29.11,1.83
2005-05-16,875.27,14.23,1.76,17.53,1.47,18.14,1.62,28.89,1.79
2005-05-17,881.46,14.23,1.76,17.69,1.48,18.32,1.64,29.17,1.81
2005-05-18,883.2,14.24,1.76,17.73,1.5,18.24,1.65,29.37,1.82
2005-05-19,884.17,14.24,1.78,17.74,1.5,18.28,1.66,29.48,1.82
2005-05-20,882.76,14.2,1.77,17.7,1.49,18.32,1.65,29.14,1.82
2005-05-23,863.34,13.85,1.73,17.23,1.45,17.61,1.61,28.22,1.78
2005-05-24,868.46,13.83,1.73,17.35,1.47,17.96,1.65,28.68,1.8
2005-05-25,868.45,13.79,1.72,17.36,1.48,18.06,1.64,28.64,1.8
2005-05-26,857.33,13.62,1.7,17.15,1.46,17.74,1.62,28.25,1.78
2005-05-27,849.51,13.53,1.69,16.97,1.45,17.35,1.61,28.12,1.76
2005-05-30,855.61,13.63,1.71,17.12,1.47,17.38,1.64,28.43,1.78
2005-05-31,855.95,13.64,1.71,17.11,1.47,17.42,1.63,28.24,1.78
2005-06-01,837.53,13.34,1.67,16.73,1.44,16.98,1.59,27.67,1.74
2005-06-02,818.38,13.04,1.64,16.4,1.42,16.99,1.56,27.09,1.7
2005-06-03,818.03,12.99,1.63,16.34,1.41,16.76,1.56,26.7,1.69
2005-06-06,839.0,13.29,1.67,16.66,1.44,17.04,1.57,27.32,1.73
2005-06-07,837.28,13.22,1.66,16.62,1.44,17.0,1.58,27.35,1.73
2005-06-08,905.77,14.33,1.8,17.99,1.55,18.39,1.7,29.63,1.87
2005-06-09,912.6,14.53,1.82,18.13,1.57,18.29,1.74,30.33,1.89
2005-06-10,894.56,14.2,1.78,17.69,1.53,17.96,1.7,29.51,1.85
2005-06-13,892.96,14.17,1.78,17.7,1.54,18.17,1.71,29.39,1.85
2005-06-14,883.54,14.04,1.76,17.51,1.52,17.72,1.67,28.94,1.82
2005-06-15,866.83,13.77,1.73,17.08,1.47,17.29,1.62,28.29,1.77
2005-06-16,879.24,13.94,1.75,17.24,1.49,17.46,1.64,28.42,1.79
2005-06-17,880.35,13.92,1.75,17.25,1.49,17.56,1.63,28.31,1.79
2005-06-20,906.25,14.33,1.8,17.79,1.53,18.04,1.67,29.39,1.85
2005-06-21,896.17,14.11,1.77,17.59,1.51,17.99,1.65,28.89,1.83
2005-06-22,900.65,14.11,1.77,17.59,1.52,18.05,1.65,29.05,1.83
2005-06-23,893.57,14.03,1.76,17.48,1.5,17.94,1.63,28.69,1.82
2005-06-24,898.3,14.14,1.78,17.56,1.51,17.95,1.65,28.86,1.83
2005-06-27,916.04,14.41,1.81,17.94,1.54,18.39,1.69,29.63,1.87
2005-06-28,903.72,14.2,1.79,17.61,1.51,18.33,1.66,29.3,1.84
2005-06-29,898.9,14.13,1.78,17.51,1.5,18.09,1.65,29.17,1.83
