,price,pe1,pb1,pe2,pb2,pe3,pb3,pe4,pb4
2006-05-29,1407.43,17.29,2.26,18.68,2.0,18.46,2.36,22.43,2.8
2006-05-30,1411.5,17.23,2.25,18.7,2.0,18.36,2.36,22.59,2.84
2006-05-31,1395.47,16.97,2.22,18.48,1.99,18.64,2.33,22.34,2.8
2006-06-01,1425.94,17.28,2.26,18.89,2.04,19.14,2.36,23.03,2.88
2006-06-02,1407.81,17.0,2.22,18.75,2.03,18.65,2.33,22.83,2.85
2006-06-05,1418.53,17.1,2.23,18.96,2.05,18.39,2.45,22.96,2.85
2006-06-06,1419.21,17.07,2.23,18.95,2.06,18.9,2.46,22.92,2.84
2006-06-07,1346.63,16.26,2.12,17.81,1.93,17.85,2.34,21.5,2.68
2006-06-08,1354.23,16.3,2.13,17.92,1.94,17.85,2.31,21.58,2.69
2006-06-09,1325.58,15.91,2.08,17.46,1.89,17.64,2.26,21.06,2.64
2006-06-12,1330.54,15.94,2.08,17.49,1.89,17.27,2.27,21.04,2.65
2006-06-13,1326.06,15.77,2.06,17.44,1.89,17.53,2.28,21.13,2.66
2006-06-14,1309.95,15.51,2.03,17.1,1.86,17.37,2.2,20.8,2.62
2006-06-15,1311.62,15.53,2.04,17.12,1.86,17.44,2.2,20.87,2.63
2006-06-16,1342.94,16.0,2.1,17.55,1.91,17.85,2.3,21.43,2.7
2006-06-19,1357.38,16.07,2.11,17.69,1.92,17.81,2.17,21.71,2.73
2006-06-20,1359.94,16.07,2.11,17.72,1.93,17.99,2.17,21.7,2.73
2006-06-21,1354.4,16.2,2.13,17.67,1.92,17.85,2.31,21.6,2.72
2006-06-22,1353.51,16.14,2.12,17.55,1.91,17.61,2.26,21.51,2.71
2006-06-23,1359.36,16.21,2.12,17.68,1.91,18.04,2.29,21.81,2.69
2006-06-26,1387.55,16.55,2.17,18.0,1.95,18.45,2.33,22.31,2.75
2006-06-27,1387.67,16.67,2.17,17.99,1.95,18.33,2.31,22.54,2.74
2006-06-28,1387.64,16.66,2.17,18.07,1.96,18.31,2.33,22.49,2.73
2006-06-29,1421.08,17.01,2.22,18.5,2.01,18.81,2.38,22.93,2.79
2006-06-30,1418.34,17.03,2.22,18.49,2.0,18.62,2.43,22.87,2.79
2006-07-03,1447.38,17.28,2.26,18.74,2.04,18.81,2.48,23.08,2.86
2006-07-04,1430.95,17.01,2.23,18.51,2.02,18.52,2.43,22.8,2.83
2006-07-05,1409.15,16.7,2.19,18.27,1.99,18.25,2.37,22.57,2.81
2006-07-06,1430.04,16.94,2.22,18.55,2.02,18.48,2.35,22.96,2.85
2006-07-07,1418.3,16.79,2.2,18.45,2.01,18.33,2.35,22.86,2.84
2006-07-10,1419.61,16.77,2.2,18.45,2.01,18.31,2.35,22.9,2.85
2006-07-11,1419.96,16.78,2.2,18.42,2.01,18.33,2.36,22.87,2.84
2006-07-12,1419.83,16.76,2.2,18.4,2.0,18.41,2.35,22.83,2.84
2006-07-13,1355.14,16.01,2.1,17.46,1.9,17.77,2.24,21.62,2.69
2006-07-14,1365.41,16.07,2.11,17.48,1.91,17.74,2.23,21.77,2.7
2006-07-17,1376.18,16.26,2.13,17.66,1.93,17.85,2.19,21.98,2.72
2006-07-18,1374.76,16.26,2.13,17.63,1.92,17.37,2.25,22.02,2.71
2006-07-19,1340.13,18.67,2.4,17.28,1.89,17.48,2.19,21.55,2.66
2006-07-20,1348.22,18.76,2.41,17.32,1.9,17.03,2.27,21.67,2.68
2006-07-21,1360.78,18.82,2.43,17.43,1.91,17.18,2.26,21.27,2.7
2006-07-24,1361.39,18.78,2.42,17.35,1.91,16.95,2.26,21.26,2.71
2006-07-25,1374.29,18.95,2.44,17.56,1.93,17.1,2.29,21.5,2.74
2006-07-26,1373.32,18.94,2.44,17.56,1.93,17.41,2.33,21.44,2.73
2006-07-27,1358.63,18.83,2.43,17.41,1.91,17.26,2.28,21.19,2.71
2006-07-28,1343.46,18.65,2.41,17.24,1.89,17.52,2.27,20.91,2.67
2006-07-31,1302.74,18.15,2.34,16.65,1.83,16.3,2.15,20.23,2.57
2006-08-01,1292.38,17.91,2.31,16.37,1.8,15.52,2.11,19.77,2.54
2006-08-02,1287.19,17.98,2.32,16.32,1.79,15.56,2.09,19.69,2.52
2006-08-03,1286.83,18.0,2.32,16.29,1.79,15.73,2.09,19.63,2.51
2006-08-04,1264.86,17.77,2.29,15.97,1.75,15.42,2.07,19.17,2.46
2006-08-07,1248.02,17.52,2.26,15.71,1.71,15.27,2.06,18.79,2.42
2006-08-08,1272.22,17.9,2.3,16.09,1.75,15.62,2.09,19.27,2.46
2006-08-09,1269.55,17.79,2.29,16.04,1.75,15.62,2.07,19.14,2.45
2006-08-10,1290.82,18.11,2.33,16.3,1.78,15.95,2.11,19.42,2.49
2006-08-11,1291.45,18.06,2.32,16.35,1.78,15.67,2.11,19.45,2.49
2006-08-14,1269.42,17.75,2.28,16.01,1.74,15.31,2.05,19.05,2.44
2006-08-15,1288.43,17.93,2.31,16.27,1.77,15.81,2.1,19.37,2.48
2006-08-16,1304.03,18.11,2.34,16.45,1.8,15.94,2.14,19.52,2.52
2006-08-17,1291.69,17.96,2.32,16.31,1.78,15.81,2.12,19.3,2.49
2006-08-18,1288.21,17.83,2.31,16.16,1.77,15.99,2.11,19.25,2.46
2006-08-21,1288.4,17.82,2.3,16.18,1.76,15.95,2.1,20.36,2.46
2006-08-22,1303.4,17.93,2.32,16.36,1.77,16.09,2.12,20.56,2.49
2006-08-23,1307.06,17.8,2.31,16.21,1.76,15.86,2.11,20.29,2.46
2006-08-24,1313.45,17.88,2.32,16.26,1.77,15.97,2.11,20.4,2.47
2006-08-25,1315.34,17.87,2.31,16.31,1.77,15.99,2.12,20.52,2.48
2006-08-28,1345.68,17.76,2.32,16.66,1.81,16.37,2.15,20.98,2.54
2006-08-29,1349.46,17.81,2.32,16.55,1.81,16.18,2.15,20.97,2.54
2006-08-30,1352.33,17.55,2.12,16.65,1.8,16.1,2.15,21.1,2.54
2006-08-31,1354.13,17.52,2.11,16.67,1.81,15.85,2.13,21.09,2.53
2006-09-01,1334.35,17.35,2.09,16.49,1.79,15.71,2.02,20.69,2.49
2006-09-04,1352.95,17.5,2.11,16.7,1.81,15.85,2.09,21.04,2.53
2006-09-05,1356.04,17.55,2.12,16.66,1.81,15.85,2.07,21.08,2.54
2006-09-06,1360.26,17.64,2.13,16.76,1.82,15.91,2.11,21.11,2.55
2006-09-07,1343.76,17.59,2.12,16.53,1.8,15.68,2.06,20.77,2.51
2006-09-08,1348.49,17.67,2.13,16.53,1.8,15.96,2.06,20.78,2.51
2006-09-11,1358.71,17.76,2.14,16.6,1.8,15.86,2.11,20.84,2.52
2006-09-12,1369.6,18.07,2.18,16.74,1.82,16.04,2.11,21.04,2.53
2006-09-13,1367.07,18.07,2.18,16.71,1.82,16.02,2.09,20.86,2.51
2006-09-14,1367.11,18.06,2.18,16.66,1.81,16.07,2.06,20.98,2.52
2006-09-15,1397.23,18.48,2.23,17.07,1.86,16.45,2.09,21.35,2.57
2006-09-18,1405.35,18.51,2.23,17.27,1.88,16.95,2.11,21.55,2.59
2006-09-19,1408.08,18.51,2.23,17.22,1.87,16.88,2.14,21.53,2.59
2006-09-20,1407.0,18.41,2.22,17.18,1.87,16.73,2.12,21.44,2.59
2006-09-21,1416.58,18.5,2.23,17.25,1.88,16.73,2.15,21.55,2.61
2006-09-22,1402.34,18.43,2.22,17.04,1.85,16.63,2.14,21.39,2.6
2006-09-25,1399.31,18.36,2.22,16.94,1.84,16.62,2.1,21.38,2.59
2006-09-26,1382.32,18.25,2.2,16.82,1.83,16.28,2.09,21.15,2.57
2006-09-27,1394.97,18.37,2.22,16.93,1.84,16.67,2.07,21.31,2.58
2006-09-28,1410.75,18.45,2.23,17.04,1.86,16.65,2.11,21.51,2.61
2006-09-29,1427.97,18.59,2.24,17.22,1.87,17.08,2.14,21.77,2.64
2006-10-09,1465.97,18.97,2.31,17.56,1.92,17.55,2.17,22.18,2.71
2006-10-10,1462.92,18.16,2.21,17.46,1.91,17.57,2.15,22.08,2.69
2006-10-11,1462.12,18.22,2.22,17.45,1.91,17.18,2.23,21.95,2.68
2006-10-12,1456.51,18.18,2.22,17.58,1.93,17.25,2.2,21.85,2.67
2006-10-13,1461.67,18.25,2.22,17.62,1.93,17.37,2.21,21.95,2.68
2006-10-16,1446.05,18.08,2.2,17.49,1.92,17.18,2.19,21.78,2.64
2006-10-17,1437.94,17.85,2.19,17.31,1.91,17.69,2.15,21.65,2.64
2006-10-18,1464.49,18.08,2.22,17.56,1.93,17.71,2.2,21.94,2.67
2006-10-19,1465.97,18.1,2.22,17.56,1.93,17.71,2.16,21.92,2.68
2006-10-20,1470.24,18.14,2.22,17.48,1.91,17.89,2.19,21.9,2.67
2006-10-23,1444.71,17.89,2.2,17.01,1.88,17.45,2.14,21.48,2.61
2006-10-24,1478.58,18.37,2.26,17.39,1.91,17.95,2.17,21.93,2.66
2006-10-25,1490.39,18.42,2.26,17.41,1.91,18.04,2.14,21.99,2.68
2006-10-26,1508.1,18.67,2.29,17.45,1.92,18.89,2.15,22.05,2.67
2006-10-27,1494.93,18.32,2.23,17.16,1.89,17.46,2.12,20.46,2.6
2006-10-30,1505.06,17.86,2.19,16.99,1.9,16.77,2.07,20.03,2.57
2006-10-31,1527.19,17.64,2.19,16.89,1.91,16.4,2.16,19.7,2.58
2006-11-01,1543.01,17.87,2.21,17.14,1.93,16.6,2.16,19.84,2.61
2006-11-02,1541.88,17.83,2.21,17.2,1.94,16.71,2.17,19.87,2.6
2006-11-03,1552.37,17.95,2.22,17.25,1.95,16.91,2.16,19.99,2.62
2006-11-06,1585.63,18.32,2.27,17.65,1.99,17.25,2.19,20.21,2.64
2006-11-07,1601.59,18.43,2.28,17.8,2.0,17.38,2.19,20.35,2.66
2006-11-08,1580.51,18.13,2.25,17.45,1.96,17.11,2.17,20.11,2.63
2006-11-09,1617.14,18.48,2.29,17.69,1.98,17.49,2.21,20.45,2.67
2006-11-10,1604.33,20.41,2.43,17.5,1.94,17.17,2.15,20.32,2.64
2006-11-13,1581.19,20.34,2.43,16.98,1.89,16.62,2.09,19.86,2.58
2006-11-14,1600.43,20.62,2.46,17.11,1.9,16.69,2.11,20.07,2.61
2006-11-15,1650.17,21.02,2.51,17.58,1.95,17.05,2.15,20.65,2.68
2006-11-16,1653.85,21.5,2.57,17.52,1.94,16.86,2.09,20.57,2.67
2006-11-17,1686.13,21.85,2.61,17.93,1.99,17.3,2.11,20.98,2.73
2006-11-20,1734.94,22.53,2.69,18.26,2.02,17.47,2.15,21.33,2.77
2006-11-21,1753.39,22.74,2.71,18.5,2.04,17.84,2.19,21.62,2.81
2006-11-22,1763.68,22.72,2.71,18.61,2.05,18.07,2.22,21.77,2.84
2006-11-23,1777.4,22.97,2.74,18.79,2.07,18.54,2.28,21.85,2.85
2006-11-24,1768.85,22.69,2.71,18.85,2.08,18.6,2.31,22.0,2.88
2006-11-27,1776.02,22.47,2.68,19.16,2.11,19.0,2.33,22.35,2.92
2006-11-28,1762.32,22.32,2.66,18.99,2.09,18.54,2.31,22.22,2.91
2006-11-29,1783.85,22.48,2.68,19.16,2.11,18.51,2.34,22.47,2.96
2006-11-30,1842.42,23.02,2.74,19.66,2.16,18.89,2.37,23.03,3.02
2006-12-01,1853.14,22.93,2.73,19.86,2.17,19.49,2.39,23.27,3.06
2006-12-04,1915.5,23.64,2.81,20.37,2.23,20.1,2.47,23.87,3.13
2006-12-05,1932.42,23.81,2.8,20.55,2.23,20.43,2.47,24.16,3.15
2006-12-06,1923.08,23.64,2.78,20.24,2.2,19.87,2.41,23.91,3.12
2006-12-07,1930.66,23.75,2.8,20.4,2.23,20.05,2.43,23.88,3.11
2006-12-08,1862.52,23.18,2.73,19.57,2.13,19.32,2.3,23.03,3.0
2006-12-11,1954.88,24.22,2.85,20.33,2.22,20.11,2.42,24.08,3.11
2006-12-12,1976.02,24.8,2.92,20.43,2.22,20.32,2.47,24.2,3.14
2006-12-13,1974.46,24.83,2.92,20.51,2.23,20.31,2.47,24.2,3.16
2006-12-14,2007.16,25.05,2.95,20.88,2.27,20.7,2.48,24.65,3.21
2006-12-15,2037.88,25.3,2.98,21.09,2.29,20.58,2.52,25.05,3.25
2006-12-18,2095.28,26.06,3.07,21.39,2.32,20.64,2.55,25.64,3.35
2006-12-19,2097.58,26.49,3.12,21.44,2.33,20.79,2.54,25.7,3.34
2006-12-20,2107.78,26.42,3.11,21.6,2.35,21.17,2.59,25.96,3.37
2006-12-21,2076.02,26.07,3.07,21.38,2.32,20.75,2.49,25.51,3.32
2006-12-22,2062.44,26.07,3.07,21.18,2.29,20.45,2.47,25.25,3.29
2006-12-25,2120.31,27.42,3.23,21.47,2.32,20.26,2.49,25.71,3.35
2006-12-26,2126.11,28.18,3.32,21.49,2.33,20.86,2.51,25.63,3.34
2006-12-27,2182.57,28.92,3.4,21.88,2.36,21.33,2.62,26.15,3.38
2006-12-28,2186.54,29.61,3.48,21.73,2.34,20.94,2.66,25.95,3.36
2006-12-29,2270.52,31.17,3.66,22.38,2.41,21.43,2.75,26.74,3.47
2007-01-04,2304.24,31.87,3.87,24.04,2.73,24.71,2.98,29.31,4.02
