,price,pe1,pb1,pe2,pb2,pe3,pb3,pe4,pb4
2012-09-25,865.69,25.79,2.06,31.25,2.12,30.26,2.24,34.27,2.62
2012-09-26,843.76,25.31,2.02,30.58,2.07,29.21,2.18,33.34,2.55
2012-09-27,862.55,25.86,2.06,31.32,2.11,29.65,2.23,34.09,2.61
2012-09-28,877.91,26.32,2.1,31.86,2.15,30.13,2.26,34.6,2.66
2012-10-08,875.92,26.23,2.09,31.76,2.14,29.99,2.26,34.55,2.66
2012-10-09,901.2,26.89,2.14,32.71,2.2,31.05,2.31,35.6,2.74
2012-10-10,907.75,27.04,2.16,32.91,2.22,31.26,2.35,35.84,2.76
2012-10-11,892.38,26.53,2.12,32.17,2.18,30.72,2.32,35.01,2.7
2012-10-12,889.33,26.47,2.12,32.12,2.18,31.11,2.29,34.91,2.68
2012-10-15,879.17,26.24,2.1,31.85,2.15,30.87,2.25,34.53,2.64
2012-10-16,881.51,26.79,2.1,32.77,2.16,29.35,2.27,34.63,2.65
2012-10-17,884.13,26.84,2.1,32.85,2.16,29.49,2.31,34.74,2.66
2012-10-18,900.05,27.23,2.14,33.44,2.2,30.02,2.34,35.35,2.71
2012-10-19,898.42,27.17,2.13,33.37,2.2,30.45,2.32,35.2,2.7
2012-10-22,902.61,27.27,2.14,33.47,2.21,30.64,2.34,35.21,2.71
2012-10-23,895.2,27.13,2.12,33.46,2.19,30.57,2.3,35.15,2.67
2012-10-24,896.61,27.26,2.13,33.59,2.19,30.62,2.3,35.12,2.67
2012-10-25,888.57,26.75,2.11,33.01,2.17,30.44,2.31,31.63,2.63
2012-10-26,865.07,26.17,2.06,32.39,2.11,29.56,2.22,28.43,2.55
2012-10-29,864.18,26.5,2.04,32.78,2.1,29.3,2.19,33.92,2.55
2012-10-30,863.88,28.11,2.04,33.06,2.1,28.89,2.18,34.6,2.55
2012-10-31,865.31,26.53,2.02,33.17,2.1,28.85,2.16,35.32,2.55
2012-11-01,880.12,26.93,2.06,33.75,2.14,29.37,2.2,36.02,2.6
2012-11-02,881.77,27.0,2.06,33.83,2.14,29.2,2.21,35.98,2.6
2012-11-05,879.75,26.99,2.06,33.77,2.14,28.95,2.23,35.79,2.59
2012-11-06,876.52,26.89,2.05,33.61,2.13,28.66,2.25,35.68,2.58
2012-11-07,877.13,26.92,2.05,33.62,2.13,28.56,2.23,35.66,2.58
2012-11-08,853.12,26.25,2.0,32.8,2.07,27.5,2.15,34.57,2.51
2012-11-09,851.31,26.23,2.0,32.77,2.06,27.42,2.14,34.46,2.51
