,price,pe1,pb1,pe2,pb2,pe3,pb3,pe4,pb4
2012-02-17,7107.46,28.95,6.28,37.9,3.74,35.88,3.95,57.79,5.22
2012-02-20,7088.55,28.84,6.26,37.86,3.74,35.98,3.95,57.71,5.2
2012-02-21,7186.45,29.17,6.33,38.45,3.79,36.27,4.01,58.89,5.31
2012-02-22,7262.15,29.46,6.39,38.97,3.85,37.0,4.06,59.65,5.38
2012-02-23,7336.9,29.77,6.46,39.28,3.86,36.99,4.06,59.91,5.44
2012-02-24,7418.03,30.24,6.53,39.84,3.9,37.11,4.06,60.73,5.46
2012-02-27,7435.57,30.29,6.54,39.86,3.9,37.03,4.05,60.52,5.47
2012-02-28,7476.77,30.46,6.58,39.63,3.88,36.58,4.0,60.16,5.46
2012-02-29,7519.58,30.18,6.56,39.38,3.85,36.27,4.02,61.26,5.46
2012-03-01,7497.96,30.01,6.54,39.23,3.87,37.2,4.12,60.51,5.45
2012-03-02,7536.02,30.08,6.54,39.57,3.91,37.7,4.19,61.32,5.47
2012-03-05,7531.65,30.0,6.53,39.8,3.94,38.59,4.16,61.71,5.5
2012-03-06,7468.02,29.7,6.46,39.92,3.91,38.6,4.12,60.72,5.44
2012-03-07,7450.2,29.48,6.42,39.44,3.9,38.56,3.99,60.42,5.43
2012-03-08,7518.77,29.7,6.46,40.0,3.97,39.47,4.08,61.37,5.48
2012-03-09,7749.76,30.64,6.67,41.18,4.08,40.14,4.16,63.03,5.65
2012-03-12,7779.99,30.76,6.7,41.46,4.11,39.97,4.17,63.61,5.69
2012-03-13,7903.54,31.2,6.79,42.02,4.16,41.35,4.25,64.51,5.78
2012-03-14,7721.57,30.51,6.64,40.77,4.01,39.24,4.5,62.58,5.62
2012-03-15,7792.96,30.73,6.73,40.26,4.12,40.16,4.51,56.48,5.68
2012-03-16,8111.85,31.9,6.99,42.08,4.35,42.73,4.67,59.94,5.95
2012-03-19,8038.06,31.63,6.93,41.81,4.35,42.36,4.56,60.3,5.89
2012-03-20,7913.76,31.22,6.84,40.93,4.27,42.41,4.38,60.77,5.82
2012-03-21,7832.14,30.87,6.77,40.63,4.24,41.57,4.34,61.57,5.79
2012-03-22,7822.21,30.89,6.79,40.44,4.22,41.15,4.51,60.62,5.78
2012-03-23,7807.09,29.75,6.71,39.73,4.14,39.85,4.51,59.8,5.68
2012-03-26,7923.76,30.18,6.8,40.14,4.16,40.63,4.69,59.44,5.71
2012-03-27,7631.56,28.95,6.52,39.32,4.11,39.07,4.55,58.66,5.58
