,price,pe1,pb1,pe2,pb2,pe3,pb3,pe4,pb4
2011-08-02,7022.33,41.43,6.56,51.54,4.56,47.16,4.61,89.16,6.08
2011-08-03,7095.15,41.91,6.61,52.04,4.58,47.57,4.7,89.54,6.02
2011-08-04,7147.06,42.25,6.67,52.32,4.61,48.85,4.67,89.5,6.07
2011-08-05,7058.6,41.77,6.6,51.46,4.52,47.65,4.52,87.83,6.0
2011-08-08,6861.88,40.14,6.4,49.28,4.32,45.94,4.44,81.03,5.81
2011-08-09,6892.38,40.21,6.42,49.48,4.32,46.02,4.32,80.02,5.81
2011-08-10,7035.55,41.04,6.56,50.53,4.41,46.37,4.43,83.2,5.95
2011-08-11,7244.39,42.16,6.74,51.73,4.51,48.13,4.73,85.36,6.11
2011-08-12,7297.54,42.53,6.8,52.14,4.55,48.58,4.59,85.93,6.16
2011-08-15,7317.32,42.27,6.43,52.39,4.54,48.66,4.7,83.62,6.14
2011-08-16,7250.48,41.28,6.34,51.71,4.49,48.57,4.62,83.19,6.08
2011-08-17,7238.82,41.19,6.32,51.67,4.49,48.57,4.63,82.33,6.07
2011-08-18,7140.92,40.6,6.23,50.74,4.41,47.01,4.53,81.53,5.96
2011-08-19,7128.03,40.75,6.21,50.45,4.37,48.24,4.57,78.76,5.92
2011-08-22,6986.42,39.81,6.07,49.76,4.32,46.39,4.53,78.2,5.82
2011-08-23,7049.62,39.86,6.12,50.23,4.39,46.48,4.58,78.97,5.87
2011-08-24,7070.34,39.96,6.14,50.14,4.38,46.94,4.59,78.54,5.87
2011-08-25,7170.81,40.46,6.22,50.87,4.47,47.79,4.66,80.86,5.96
2011-08-26,7196.74,40.6,6.25,51.37,4.47,48.02,4.65,81.94,5.99
2011-08-29,7242.58,40.67,6.28,51.39,4.47,48.26,4.62,68.32,6.02
2011-08-30,7191.71,40.42,6.24,51.07,4.43,47.91,4.57,68.59,5.97
2011-08-31,7178.94,40.15,5.89,51.6,4.35,48.09,4.58,62.62,5.91
