date,close,pe_mcw,pe_ew,pe_ewpvo,pe_avg,pe_median,pb_mcw,pb_ew,pb_ewpvo,pb_avg,pb_median
2020-12-01T00:00:00+08:00,5797.06,51.07743085382779,61.49550765467945,43.57603613967282,62.167050845230065,52.8201033440121,4.836917939156491,3.4176115744852136,43.57603613967282,4.836321804155722,4.160634980472092
2020-11-30T00:00:00+08:00,5684.03,50.16500914191093,60.59926443132764,42.614822089811774,60.984196680368015,52.49610165528559,4.750513653101531,3.345484168497671,42.614822089811774,4.742053901884395,4.109427552733629
2020-11-27T00:00:00+08:00,5658.74,49.829288220437675,60.291217790274594,42.43318430593515,60.82909799235726,52.117764763246775,4.718721636148462,3.3461883742668417,42.43318430593515,4.726748456411357,4.113824628344826
2020-11-26T00:00:00+08:00,5614.01,49.337871095243486,60.19780259502768,42.33622212672937,60.618969028223646,51.74572449474915,4.672185538527131,3.345359032212375,42.33622212672937,4.706392461412415,4.066165964714745
2020-11-25T00:00:00+08:00,5651.73,49.62543627674994,60.50110124693978,42.471141394191044,60.947083192039415,52.35747616963633,4.708651080535072,3.3607835996172577,42.471141394191044,4.736602850437729,4.104925162687522
2020-11-24T00:00:00+08:00,5723.72,50.18184758390783,60.93130182602234,42.90696401829458,61.64510102639096,52.89528110178344,4.761445512166062,3.392871396532886,42.90696401829458,4.80639215971374,4.186246623614056
2020-11-23T00:00:00+08:00,5733.8,50.15614648558297,61.030695852926506,42.90479475820209,61.44286938236379,53.32339693485176,4.7752004150214535,3.3929031760282804,42.90479475820209,4.822578377934778,4.186132985447843
2020-11-20T00:00:00+08:00,5763.46,50.47732412548473,61.12211107424526,42.94861164106728,61.58808545103305,54.04590951996201,4.805778673257367,3.3905732833193043,42.94861164106728,4.838273304689768,4.240276138283056
2020-11-19T00:00:00+08:00,5771.92,50.591116119398585,61.309834894713,42.98440659460557,61.487072134670434,54.02680765849749,4.816612431722438,3.382351040869144,42.98440659460557,4.844663944368228,4.226065732347449
2020-11-18T00:00:00+08:00,5729.69,50.12867869844895,61.24525964662165,42.73051027702776,61.16491622664422,53.87633649049449,4.7725852980774155,3.369255932985069,42.73051027702776,4.812221012582862,4.204439155710661
2020-11-17T00:00:00+08:00,5771.68,50.54950911264337,61.47385422215306,42.81338601523174,61.500109204658244,54.02221925018158,4.812671836739521,3.357201353954881,42.81338601523174,4.843797767015429,4.225814648006461
2020-11-16T00:00:00+08:00,5802.15,50.7971597485644,62.08645901860981,43.31301493555669,61.74194179515142,53.7150380008558,4.83624993397073,3.3886214260165555,43.31301493555669,4.758442278411731,4.289462158272002
2020-11-13T00:00:00+08:00,5850.72,51.16845086161257,62.020758476566925,43.367090569748925,61.74708744249155,53.666986257395074,4.871599481659051,3.3843398925826267,43.367090569748925,4.892619916838402,4.354893569519005
2020-11-12T00:00:00+08:00,5864.08,51.34656594949089,62.045240394305644,43.40064494618828,61.40917152011648,53.9180722963344,4.88855730147131,3.382428733610899,43.40064494618828,4.880828022489257,4.351453493650202
2020-11-11T00:00:00+08:00,5822.36,51.00306503840225,61.737556517966304,43.33737345011727,61.232799197783116,54.26879390510604,4.855853578137285,3.3793031556163364,43.33737345011727,4.872306963302689,4.3294775177034985
2020-11-10T00:00:00+08:00,6009.7,52.696951913939,63.34360855886285,44.48069631980951,60.88555352616097,55.41541171333853,5.017123624150045,3.459438810649637,44.48069631980951,5.0097156040317135,4.427185983508815
2020-11-09T00:00:00+08:00,6112.56,53.629319939064445,64.08425859308507,45.11939885545919,61.86359372627747,56.338165835323,5.117446928773183,3.5095947923267032,45.11939885545919,5.111084507796045,4.450041643920066
2020-11-06T00:00:00+08:00,5953.42,52.14508119205425,62.39086572348157,43.80629083670904,60.008939309949206,54.75562727733413,4.975704533866409,3.404688568041981,43.80629083670904,4.8368899097254605,4.371419219314534
2020-11-05T00:00:00+08:00,5919.23,51.87499670199095,62.22654568852766,43.96356915326578,61.69190678028692,54.51544558433153,4.94993296364322,3.4138027143418723,43.96356915326578,4.965026410474384,4.378669506727755
2020-11-04T00:00:00+08:00,5806.35,50.86134254218344,61.050931894206045,43.12133380448988,60.658883768643015,53.658865766168304,4.85320967769894,3.351172647982141,43.12133380448988,4.739320576486677,4.307884261348031
