date,close,pe_mcw,pe_ew,pe_ewpvo,pe_avg,pe_median,pb_mcw,pb_ew,pb_ewpvo,pb_avg,pb_median
2020-12-01T00:00:00+08:00,952.14,25.802759370510525,31.353595787662368,28.91095279583054,35.66893123655886,32.163752139889475,2.0717893071771765,2.0148150572947285,28.91095279583054,2.1214773040665107,1.9030694996685507
2020-11-30T00:00:00+08:00,918.44,24.949532903218756,30.426559573574043,28.05295072940825,34.47136811866436,30.553938458469318,2.003280918359044,1.9511357342141649,28.05295072940825,2.0515073398271837,1.8597710603478141
2020-11-27T00:00:00+08:00,913.27,24.84415624767868,30.396200375758454,28.018212767073138,34.296803336704045,30.228723573333934,1.9948198764588692,1.9448142817791927,28.018212767073138,2.038636664842333,1.8762657038985708
2020-11-26T00:00:00+08:00,893.91,24.317166042613742,29.798605897303805,27.46328920917454,33.62591764735346,29.578293803063165,1.9484819120271402,1.9021091204052163,27.46328920917454,1.9947153892112282,1.7801500773493975
2020-11-25T00:00:00+08:00,890.25,24.22848096081627,29.748936160911704,27.409879957299758,33.57070004470008,29.578293803063165,1.9413757682665473,1.8938598710357069,27.409879957299758,1.9913013034516989,1.778244135082428
2020-11-24T00:00:00+08:00,904.08,24.64091845912481,30.243460699346393,27.866493347237952,34.15840893467764,30.310027294617782,1.9744234928199604,1.925607647501928,27.866493347237952,2.0252990005666045,1.7953976154851525
2020-11-23T00:00:00+08:00,912.31,24.88724113423246,30.490255404694086,28.095078331521936,34.552736919426195,30.716545901037012,1.994160795930377,1.9426839507115634,28.095078331521936,2.0487261948180615,1.8068332690869688
2020-11-20T00:00:00+08:00,895.07,24.455603497892398,29.91156056246461,27.56533842649673,33.9648336460654,30.29376655036101,1.959574605850295,1.9086090663833952,27.56533842649673,2.0122116371846355,1.783961961883336
2020-11-19T00:00:00+08:00,895.06,24.448768212892425,29.947256509276666,27.596368139635466,33.98334560361008,30.34254878313132,1.9590269092493564,1.9090678017769358,27.596368139635466,2.0141927701774165,1.7801500773493975
2020-11-18T00:00:00+08:00,893.19,24.362174529508188,29.897851222989956,27.541938925090008,33.77289296017683,30.277505806104244,1.9520883447194963,1.9005936437434539,27.541938925090008,2.0017297680928046,1.783961961883336
2020-11-17T00:00:00+08:00,888.45,24.21646231183833,29.750047214996815,27.405455062310097,33.56917853867758,29.545772314549634,1.940412739922723,1.8904956943863025,27.405455062310097,1.989073555660283,1.7820560196163668
2020-11-16T00:00:00+08:00,887.24,24.22238719073156,29.72313871175843,27.38193029202842,33.52317917710411,29.75716198988763,1.9408874876517215,1.8893673729014469,27.38193029202842,1.9866920528681584,1.7820560196163668
2020-11-13T00:00:00+08:00,880.37,24.043514592750256,29.44065589745526,27.120065815450076,33.29516117304731,29.643336780090245,1.926554813313227,1.870185484411383,27.120065815450076,1.9709822198472804,1.7668084814806118
2020-11-12T00:00:00+08:00,890.53,24.28414536960602,29.736370133081124,27.38941130033721,33.61529981785149,30.131159107793323,1.9458360369294516,1.885620720095799,27.38941130033721,1.9864034241948838,1.7687144237475811
2020-11-11T00:00:00+08:00,895.31,24.41048908816647,29.874978854716943,27.515728601263167,33.73015146102918,30.61898143549639,1.9559596857905848,1.8939649297835957,27.515728601263167,1.9944659033951517,1.7820560196163668
2020-11-10T00:00:00+08:00,914.74,24.934475990011855,30.416899634318987,28.013229662582663,34.30301320877551,31.188107484483318,1.9979456227453962,1.9266503645041806,28.013229662582663,2.027953172817136,1.8144570381548462
2020-11-09T00:00:00+08:00,930.13,25.367096953699814,30.93371754967178,28.489469368633173,34.967654159132444,31.5133223696187,2.032610604718729,1.9610120885120967,28.489469368633173,2.0690648280663195,1.844952114426356
2020-11-06T00:00:00+08:00,895.72,24.39850771129732,29.835790261328814,27.48077557896329,33.82206432382614,30.228723573333934,1.9549996439802102,1.8966552910168843,27.48077557896329,2.0015316285584115,1.7973035577521217
2020-11-05T00:00:00+08:00,891.88,24.31367438562656,29.704551926768517,27.36062422967068,33.572228255912115,30.228723573333934,1.952904737862475,1.8959392359236311,27.36062422967068,2.0107286805301916,1.799209500019091
2020-11-04T00:00:00+08:00,878.53,23.968338232640853,29.304907731056655,26.99275662747454,33.14353370818405,30.017333897995936,1.925166906112961,1.8710835181565297,26.99275662747454,1.985190242201688,1.7744322505484893
2020-11-03T00:00:00+08:00,884.26,24.114281944835266,29.500521219846704,27.173673717819103,33.371143868436796,29.418502584474634,1.9368892876208008,1.8850174215076918,27.173673717819103,1.9984363634586195,1.7896797886842446
2020-11-02T00:00:00+08:00,861.08,23.420451698095988,28.494019187246774,26.250022581655017,32.29912370146106,28.84656031150855,1.8811599743693883,1.8143542332134428,26.250022581655017,1.9374568046032108,1.753466885611826
2020-10-30T00:00:00+08:00,865.98,24.653345697311497,30.663403845235703,27.95484876936029,34.567936466229966,29.437652617459488,1.9224167260825513,1.8534300804707569,27.95484876936029,1.9644209943875444,1.7344074629421324
2020-10-29T00:00:00+08:00,895.54,26.71948478583549,33.61405753946502,30.61174423774219,37.64899189458364,35.326013032208984,2.01378132016823,1.936801684093825,30.61174423774219,2.0575076468011644,1.8030213845530303
2020-10-28T00:00:00+08:00,888.46,27.17583209780633,34.26188085735999,31.186530305141183,38.85252153718417,35.16724443431141,2.0147923680889406,1.9400924035903608,31.186530305141183,2.074183128205423,1.7953976154851525
2020-10-27T00:00:00+08:00,883.14,27.033632501618722,34.14755665434151,31.083743577119094,38.73510921496678,35.241407734438404,2.004458224482983,1.9333306966558372,31.083743577119094,2.064823770825041,1.7915857309512138
