,price,pe1,pb1,pe2,pb2,pe3,pb3,pe4,pb4
2005-01-04,1242.77,21.0,2.06,30.33,1.93,26.54,2.01,33.7,2.28
2005-01-05,1251.94,21.13,2.07,30.71,1.96,26.92,2.04,34.28,2.31
2005-01-06,1239.43,20.91,2.05,30.42,1.95,26.61,2.02,33.98,2.29
2005-01-07,1244.75,21.0,2.06,30.5,1.96,26.71,2.03,34.24,2.3
2005-01-10,1252.4,21.12,2.07,30.75,1.97,26.9,2.05,34.5,2.32
2005-01-11,1257.46,21.2,2.08,30.82,1.98,26.95,2.06,34.87,2.33
2005-01-12,1256.92,21.2,2.08,30.81,1.98,26.79,2.04,34.85,2.32
2005-01-13,1256.31,21.18,2.08,30.86,1.99,26.76,2.06,34.95,2.33
2005-01-14,1245.62,21.0,2.06,30.54,1.96,26.56,2.03,34.46,2.31
2005-01-17,1216.65,20.51,2.01,29.77,1.92,25.77,1.97,33.6,2.26
2005-01-18,1225.45,20.64,2.03,30.06,1.94,26.07,2.0,34.15,2.29
2005-01-19,1218.11,20.52,2.01,29.83,1.93,26.05,2.0,34.01,2.27
2005-01-20,1204.39,20.26,1.99,29.34,1.9,25.33,1.96,33.42,2.24
2005-01-21,1234.48,20.76,2.04,30.01,1.94,25.83,2.01,33.96,2.27
2005-01-24,1255.78,21.13,2.08,30.53,1.98,26.34,2.04,34.67,2.32
2005-01-25,1254.23,21.11,2.07,30.35,1.96,26.02,2.02,34.34,2.3
2005-01-26,1241.96,20.9,2.05,30.08,1.94,25.64,2.02,33.81,2.27
2005-01-27,1225.89,20.64,2.03,29.66,1.91,25.43,1.98,33.15,2.24
2005-01-28,1213.67,20.42,2.01,29.21,1.87,25.04,1.94,32.83,2.2
2005-01-31,1191.82,19.97,1.97,28.22,1.81,24.31,1.89,31.53,2.13
2005-02-01,1188.93,19.92,1.96,28.01,1.78,24.03,1.86,31.45,2.11
2005-02-02,1252.5,20.99,2.07,29.56,1.88,25.29,1.98,33.13,2.22
2005-02-03,1242.31,20.79,2.05,29.12,1.85,24.85,1.94,32.39,2.18
2005-02-04,1269.0,21.08,2.09,29.66,1.87,25.46,1.96,33.01,2.22
2005-02-16,1278.88,21.25,2.11,29.95,1.9,25.59,2.0,33.39,2.24
2005-02-17,1276.13,21.19,2.11,30.0,1.91,25.76,2.01,33.97,2.25
2005-02-18,1258.97,20.9,2.08,29.6,1.89,25.47,1.98,33.48,2.22
2005-02-21,1284.48,21.31,2.12,30.15,1.92,26.02,2.01,34.1,2.27
2005-02-22,1309.28,21.71,2.16,30.92,1.97,26.74,2.07,35.51,2.32
2005-02-23,1309.47,21.7,2.16,31.13,1.99,26.82,2.08,36.07,2.35
2005-02-24,1309.95,21.68,2.16,31.27,2.0,26.85,2.09,36.27,2.36
2005-02-25,1312.44,21.73,2.16,31.34,2.0,26.85,2.1,36.24,2.37
2005-02-28,1306.0,21.64,2.15,31.17,2.0,26.55,2.1,36.95,2.36
2005-03-01,1303.41,21.56,2.15,31.08,2.0,26.62,2.09,36.89,2.36
2005-03-02,1287.45,21.26,2.12,30.62,1.97,26.27,2.06,37.01,2.32
2005-03-03,1294.34,21.36,2.13,30.82,1.98,26.3,2.07,37.58,2.34
2005-03-04,1287.71,21.24,2.12,30.54,1.96,26.03,2.06,37.32,2.32
2005-03-07,1293.74,21.31,2.13,30.65,1.97,26.13,2.08,38.55,2.33
2005-03-08,1318.27,21.67,2.17,31.33,2.01,26.91,2.13,39.58,2.38
2005-03-09,1316.79,21.63,2.16,31.39,2.01,27.11,2.12,40.0,2.39
2005-03-10,1286.23,21.11,2.11,30.6,1.96,26.3,2.06,38.93,2.33
2005-03-11,1289.94,21.14,2.12,30.73,1.97,26.68,2.07,39.08,2.34
2005-03-14,1293.5,21.18,2.12,30.71,1.95,27.03,2.05,39.98,2.34
2005-03-15,1269.14,20.69,2.08,30.3,1.93,26.67,2.01,39.45,2.3
2005-03-16,1255.59,20.46,2.05,30.0,1.91,26.22,1.99,39.39,2.28
2005-03-17,1243.47,20.26,2.03,29.57,1.88,26.15,1.97,39.08,2.25
2005-03-18,1227.4,19.95,2.01,29.03,1.84,25.54,1.94,38.33,2.2
2005-03-21,1231.05,20.06,2.01,29.13,1.84,25.79,1.93,38.96,2.2
2005-03-22,1206.92,19.65,1.97,28.32,1.78,25.23,1.86,37.96,2.14
2005-03-23,1201.65,19.59,1.96,28.31,1.77,24.98,1.86,37.72,2.14
2005-03-24,1208.19,19.56,1.97,28.59,1.8,25.14,1.88,38.23,2.16
2005-03-25,1205.63,19.56,1.97,28.63,1.81,24.96,1.89,38.32,2.15
2005-03-28,1200.11,19.46,1.95,28.33,1.79,24.72,1.87,38.84,2.12
2005-03-29,1195.02,18.63,1.93,28.2,1.78,24.71,1.85,39.0,2.11
2005-03-30,1172.57,18.25,1.9,27.41,1.72,24.02,1.79,38.26,2.05
2005-03-31,1181.24,18.35,1.91,27.66,1.73,24.3,1.79,39.47,2.08
2005-04-01,1223.57,19.0,1.98,28.66,1.79,25.2,1.86,42.36,2.15
2005-04-04,1202.97,18.65,1.95,28.0,1.76,24.67,1.84,41.64,2.11
