,price,pe1,pb1,pe2,pb2,pe3,pb3,pe4,pb4
2013-07-15,541.33,35.96,1.9,37.46,2.14,45.26,2.03,60.83,2.56
2013-07-16,543.94,36.11,1.9,37.69,2.15,45.41,2.04,60.98,2.57
2013-07-17,528.3,34.6,1.84,36.66,2.09,44.34,1.98,59.37,2.51
2013-07-18,516.96,33.88,1.8,36.02,2.06,43.68,1.95,58.63,2.48
2013-07-19,499.6,32.77,1.74,34.9,1.99,42.24,1.9,56.57,2.38
2013-07-22,508.03,33.75,1.77,35.42,2.02,42.63,1.92,57.5,2.42
2013-07-23,531.42,35.28,1.85,36.73,2.1,43.72,1.98,59.93,2.53
2013-07-24,526.26,34.94,1.84,36.42,2.08,44.0,1.98,59.5,2.51
2013-07-25,526.27,34.96,1.84,36.31,2.08,43.74,1.96,59.51,2.51
2013-07-26,519.99,34.55,1.82,35.97,2.06,42.97,1.94,58.85,2.48
2013-07-29,502.0,33.39,1.75,34.95,2.0,41.68,1.91,57.35,2.41
2013-07-30,513.98,34.26,1.8,35.91,2.03,42.53,1.93,72.01,2.46
2013-07-31,517.06,34.48,1.81,36.02,2.04,42.46,1.97,72.06,2.46
2013-08-01,536.02,35.74,1.87,37.12,2.11,43.79,2.04,74.24,2.53
2013-08-02,531.88,35.48,1.86,37.09,2.1,43.64,2.04,73.88,2.52
2013-08-05,539.54,36.0,1.88,37.62,2.13,44.17,2.05,75.06,2.56
2013-08-06,542.35,36.24,1.9,37.95,2.14,44.32,2.07,76.03,2.59
2013-08-07,536.85,35.88,1.88,37.45,2.12,44.2,2.04,75.41,2.56
2013-08-08,529.1,35.33,1.85,37.19,2.1,43.76,2.02,74.58,2.54
2013-08-09,535.27,35.78,1.87,37.76,2.12,44.82,2.06,75.26,2.56
2013-08-12,556.13,37.16,1.94,39.09,2.2,46.69,2.15,77.77,2.65
2013-08-13,555.03,37.08,1.94,39.0,2.19,46.5,2.14,77.5,2.64
2013-08-14,548.76,36.67,1.92,38.75,2.17,46.18,2.13,77.03,2.62
2013-08-15,539.84,36.09,1.89,38.1,2.14,45.43,2.11,75.97,2.58
2013-08-16,540.64,36.14,1.89,38.02,2.14,45.31,2.09,75.89,2.58
2013-08-19,528.72,35.22,1.85,37.46,2.1,44.19,2.02,74.62,2.54
2013-08-20,517.81,34.46,1.81,36.86,2.07,44.06,2.01,73.79,2.51
2013-08-21,520.22,34.56,1.81,36.93,2.07,44.51,2.01,74.03,2.51
2013-08-22,516.51,34.31,1.8,36.69,2.06,44.08,1.99,73.73,2.49
2013-08-23,509.48,34.23,1.77,36.61,2.03,43.46,1.96,73.08,2.46
2013-08-26,535.91,36.01,1.87,38.21,2.13,45.84,2.07,76.61,2.59
2013-08-27,536.46,35.97,1.87,38.21,2.13,45.76,2.05,76.39,2.59
2013-08-28,529.25,35.48,1.84,37.74,2.11,45.57,2.02,75.47,2.57
2013-08-29,532.58,35.7,1.85,38.09,2.12,45.78,2.05,75.85,2.58
2013-08-30,538.35,36.12,1.87,38.74,2.14,46.26,2.06,81.5,2.6
2013-09-02,539.71,36.49,1.87,38.89,2.13,46.61,2.08,82.53,2.6
2013-09-03,540.95,36.55,1.88,38.97,2.13,46.4,2.09,82.75,2.6
2013-09-04,535.98,36.22,1.86,38.98,2.12,45.85,2.06,82.6,2.59
2013-09-05,530.51,35.88,1.84,38.54,2.1,45.35,2.04,81.86,2.56
2013-09-06,534.66,36.16,1.86,38.91,2.12,45.94,2.04,82.72,2.6
2013-09-09,564.4,38.16,1.96,40.5,2.21,47.74,2.14,85.6,2.7
2013-09-10,587.15,39.69,2.04,41.55,2.27,48.49,2.21,87.13,2.76
