,price,pe1,pb1,pe2,pb2,pe3,pb3,pe4,pb4
2014-10-17,6058.67,64.24,3.81,53.5,3.61,52.28,4.01,87.83,4.94
2014-10-20,6154.52,65.22,3.87,54.31,3.66,53.44,4.07,88.92,5.01
2014-10-21,6103.01,64.84,3.83,54.01,3.62,53.07,4.03,88.25,4.97
2014-10-22,6027.51,64.1,3.79,53.23,3.57,51.88,3.99,87.27,4.91
2014-10-23,5930.48,62.82,3.72,52.1,3.5,51.07,3.94,84.8,4.81
2014-10-24,5941.93,62.9,3.72,52.19,3.51,51.28,3.93,82.8,4.8
2014-10-27,6006.84,63.48,3.74,52.95,3.53,51.53,3.95,82.56,4.82
2014-10-28,6163.67,64.8,3.83,54.32,3.62,52.68,4.07,82.46,4.94
2014-10-29,6246.7,65.68,3.87,55.23,3.66,53.36,4.09,77.86,4.99
2014-10-30,6241.59,65.7,3.86,55.38,3.65,53.28,4.1,78.32,4.97
2014-10-31,6208.61,66.55,3.89,55.2,3.65,53.28,4.07,78.7,4.95
2014-11-03,6275.99,67.34,3.93,55.86,3.69,53.63,4.12,79.35,5.0
2014-11-04,6231.82,66.92,3.9,55.52,3.67,53.12,4.06,78.69,4.97
2014-11-05,6227.25,66.94,3.9,55.48,3.67,53.28,4.06,79.11,4.95
2014-11-06,6289.19,67.73,3.94,56.03,3.7,53.66,4.09,80.34,5.01
2014-11-07,6228.17,67.19,3.91,55.48,3.66,53.28,4.07,79.17,4.97
2014-11-10,6246.61,67.42,3.92,55.89,3.68,53.28,4.05,79.5,4.99
2014-11-11,6023.0,65.07,3.78,53.88,3.54,51.58,3.91,76.45,4.82
2014-11-12,6120.06,66.1,3.84,54.82,3.6,52.2,3.95,78.06,4.9
2014-11-13,6023.78,65.03,3.77,53.95,3.54,50.95,3.86,76.49,4.8
2014-11-14,6009.45,64.86,3.76,53.76,3.53,51.04,3.87,76.7,4.78
2014-11-17,6100.83,65.89,3.82,54.57,3.58,51.91,3.94,78.06,4.85
2014-11-18,6139.52,66.3,3.84,54.84,3.59,51.77,3.94,78.0,4.88
2014-11-19,6193.56,66.86,3.87,55.21,3.62,52.7,3.97,79.16,4.94
2014-11-20,6185.92,66.77,3.86,55.18,3.62,52.29,3.94,78.89,4.93
2014-11-21,6240.77,67.37,3.9,55.74,3.65,52.76,4.02,79.84,4.98
