,price,pe1,pb1,pe2,pb2,pe3,pb3,pe4,pb4
2005-01-04,827.07,15.08,2.09,18.77,2.04,18.48,2.12,27.19,2.34
2005-01-05,831.43,15.04,2.09,18.82,2.06,18.52,2.14,27.59,2.35
2005-01-06,822.5,14.84,2.06,18.59,2.04,18.3,2.13,27.49,2.32
2005-01-07,823.62,14.93,2.08,18.61,2.05,18.39,2.14,27.52,2.33
2005-01-10,832.99,14.99,2.08,18.79,2.07,18.48,2.16,27.82,2.35
2005-01-11,837.86,15.07,2.09,18.92,2.09,18.91,2.15,27.99,2.36
2005-01-12,837.24,15.07,2.09,18.93,2.08,18.75,2.15,27.85,2.36
2005-01-13,834.22,14.98,2.08,18.84,2.07,18.66,2.11,27.78,2.35
2005-01-14,829.04,14.89,2.07,18.68,2.05,18.43,2.11,27.46,2.33
2005-01-17,811.55,14.5,2.01,18.2,2.0,17.97,2.05,26.69,2.27
2005-01-18,817.31,14.52,2.02,18.34,2.01,17.99,2.08,26.99,2.28
2005-01-19,810.99,14.45,2.01,18.18,1.99,17.85,2.05,26.69,2.26
2005-01-20,805.08,14.37,2.0,18.04,1.98,17.67,2.03,26.44,2.24
2005-01-21,831.85,14.89,2.07,18.66,2.03,18.61,2.14,26.94,2.31
2005-01-24,842.41,15.11,2.1,18.96,2.07,18.66,2.15,27.39,2.34
2005-01-25,841.64,15.16,2.11,19.04,2.07,18.66,2.19,27.28,2.34
2005-01-26,834.67,15.01,2.09,18.83,2.04,18.57,2.14,26.79,2.31
2005-01-27,821.71,14.86,2.07,18.51,2.0,18.25,2.11,26.23,2.27
2005-01-28,820.69,14.79,2.06,18.48,1.99,18.3,2.12,26.11,2.27
2005-01-31,813.75,14.69,2.04,18.4,1.96,18.07,2.13,25.44,2.24
2005-02-01,817.87,14.77,2.05,18.45,1.96,18.16,2.13,25.22,2.24
2005-02-02,860.5,15.56,2.16,19.49,2.08,19.08,2.23,26.73,2.37
2005-02-03,848.49,15.47,2.15,19.22,2.05,18.78,2.21,26.17,2.34
2005-02-04,872.88,15.87,2.2,19.77,2.1,19.29,2.27,26.8,2.4
2005-02-16,875.46,15.95,2.22,19.85,2.11,19.42,2.28,26.96,2.41
2005-02-17,870.09,15.81,2.2,19.74,2.11,19.2,2.28,27.41,2.4
2005-02-18,856.21,15.59,2.17,19.39,2.07,18.95,2.24,26.95,2.36
2005-02-21,874.02,15.93,2.21,19.76,2.11,19.35,2.28,27.41,2.41
2005-02-22,887.07,16.12,2.24,20.12,2.16,19.99,2.29,27.95,2.45
2005-02-23,877.91,15.98,2.22,19.96,2.14,19.81,2.26,27.86,2.43
2005-02-24,877.35,15.88,2.21,19.95,2.14,19.79,2.26,27.91,2.44
2005-02-25,878.5,15.89,2.21,19.99,2.15,19.7,2.27,27.9,2.44
2005-02-28,868.89,15.79,2.2,19.73,2.12,19.41,2.23,27.5,2.42
2005-03-01,866.26,15.75,2.19,19.67,2.12,19.29,2.21,27.46,2.41
2005-03-02,855.88,15.56,2.17,19.31,2.09,19.06,2.21,26.92,2.37
2005-03-03,861.69,15.62,2.18,19.4,2.09,19.22,2.24,27.09,2.38
2005-03-04,859.49,15.57,2.17,19.31,2.08,19.11,2.22,26.93,2.37
2005-03-07,863.7,15.66,2.18,19.41,2.09,19.2,2.22,27.14,2.38
2005-03-08,876.34,15.92,2.22,19.79,2.13,19.61,2.3,27.68,2.43
2005-03-09,869.4,15.83,2.21,19.69,2.11,19.62,2.27,27.62,2.42
2005-03-10,851.53,15.46,2.16,19.22,2.07,19.52,2.21,26.91,2.37
