,price,pe1,pb1,pe2,pb2,pe3,pb3,pe4,pb4
2011-09-15,2801.8,48.43,3.9,46.07,3.76,45.34,3.8,65.18,4.71
2011-09-16,2797.49,48.36,3.89,46.0,3.76,45.34,3.83,65.5,4.71
2011-09-19,2728.77,47.22,3.8,44.84,3.66,44.19,3.71,64.13,4.58
2011-09-20,2741.87,47.42,3.81,45.01,3.68,44.46,3.74,64.71,4.61
2011-09-21,2821.33,48.76,3.92,46.39,3.8,45.64,3.86,66.69,4.75
2011-09-22,2745.62,47.49,3.82,45.06,3.69,44.78,3.72,65.28,4.62
2011-09-23,2733.91,47.2,3.8,44.72,3.66,44.31,3.73,64.99,4.58
2011-09-26,2694.41,46.51,3.74,44.02,3.61,43.11,3.66,64.17,4.51
2011-09-27,2697.54,46.44,3.74,44.14,3.62,43.2,3.69,63.6,4.5
2011-09-28,2651.82,45.65,3.67,43.43,3.56,42.64,3.65,62.04,4.42
2011-09-29,2565.41,45.23,3.52,41.98,3.42,40.85,3.54,59.62,4.16
2011-09-30,2562.38,45.19,3.52,41.85,3.4,40.39,3.43,59.57,4.16
2011-10-10,2549.74,45.08,3.51,41.71,3.4,40.65,3.45,59.48,4.15
2011-10-11,2532.56,44.6,3.49,41.37,3.38,40.31,3.4,59.49,4.11
2011-10-12,2618.13,44.9,3.63,42.55,3.51,41.9,3.55,65.49,4.32
2011-10-13,2662.93,45.59,3.69,43.3,3.57,42.97,3.68,66.59,4.4
2011-10-14,2657.45,45.31,3.68,43.0,3.55,42.92,3.68,66.14,4.39
2011-10-17,2677.07,45.62,3.71,43.32,3.58,43.36,3.71,66.61,4.43
2011-10-18,2606.03,44.4,3.61,42.09,3.47,42.13,3.55,64.51,4.31
2011-10-19,2592.92,44.07,3.59,41.76,3.46,42.49,3.48,64.07,4.28
2011-10-20,2519.18,42.74,3.48,40.35,3.34,40.9,3.36,61.74,4.15
2011-10-21,2449.72,41.69,3.38,39.49,3.25,39.82,3.33,60.72,4.03
2011-10-24,2475.4,42.17,3.41,39.99,3.28,39.37,3.4,60.87,4.07
2011-10-25,2558.81,43.86,3.52,41.47,3.38,40.12,3.46,62.74,4.18
2011-10-26,2579.06,44.37,3.54,42.12,3.42,40.51,3.49,63.38,4.22
2011-10-27,2566.02,44.4,3.52,42.02,3.4,39.39,3.53,61.15,4.19
2011-10-28,2621.31,44.83,3.58,42.67,3.47,40.6,3.63,53.61,4.27
2011-10-31,2653.92,46.66,3.64,43.54,3.53,41.17,3.66,58.16,4.34
2011-11-01,2663.63,46.78,3.65,43.67,3.54,41.46,3.67,58.21,4.37
2011-11-02,2767.95,48.53,3.79,45.44,3.68,43.11,3.84,60.21,4.52
2011-11-03,2793.26,49.01,3.82,45.84,3.71,43.17,3.87,60.77,4.56
2011-11-04,2801.66,49.18,3.83,46.11,3.73,43.29,3.89,61.44,4.58
2011-11-07,2782.21,48.81,3.8,45.82,3.71,42.67,3.83,61.03,4.55
2011-11-08,2740.08,48.03,3.74,44.99,3.65,42.2,3.74,60.01,4.48
2011-11-09,2808.65,49.24,3.84,46.23,3.75,43.27,3.8,61.57,4.6
2011-11-10,2775.14,48.78,3.8,45.87,3.72,42.68,3.84,60.89,4.54
2011-11-11,2773.65,48.72,3.79,45.66,3.71,42.51,3.78,60.87,4.52
2011-11-14,2840.03,49.91,3.89,46.93,3.81,43.99,3.91,62.38,4.66
2011-11-15,2867.6,50.32,3.92,47.33,3.84,44.44,3.93,63.05,4.7
2011-11-16,2813.53,49.31,3.84,46.19,3.76,43.72,3.86,62.31,4.6
2011-11-17,2807.22,49.28,3.84,46.25,3.76,43.9,3.93,62.21,4.61
2011-11-18,2701.74,47.46,3.7,44.53,3.62,42.46,3.75,60.12,4.44
2011-11-21,2696.84,47.36,3.69,44.38,3.61,42.19,3.67,60.11,4.44
2011-11-22,2693.66,47.34,3.69,44.3,3.6,42.2,3.7,60.08,4.43
2011-11-23,2678.83,47.05,3.66,44.05,3.58,42.15,3.71,59.54,4.4
2011-11-24,2687.92,47.2,3.67,44.14,3.58,42.32,3.71,59.61,4.39
2011-11-25,2658.36,46.74,3.63,43.67,3.53,41.99,3.71,59.14,4.34
2011-11-28,2649.91,46.6,3.62,43.5,3.52,41.19,3.66,59.24,4.33
2011-11-29,2700.4,47.42,3.69,44.35,3.59,41.98,3.75,60.16,4.41
2011-11-30,2571.19,45.26,3.52,42.03,3.39,40.24,3.59,57.06,4.19
2011-12-01,2610.41,45.94,3.57,42.72,3.44,40.7,3.65,58.12,4.26
2011-12-02,2555.27,44.94,3.49,41.75,3.36,39.53,3.52,57.1,4.17
2011-12-05,2454.13,43.29,3.36,40.07,3.23,38.36,3.34,54.93,4.0
2011-12-06,2465.39,43.51,3.38,40.34,3.25,38.68,3.4,55.19,4.03
2011-12-07,2475.36,43.69,3.4,40.54,3.27,38.73,3.43,55.5,4.04
2011-12-08,2491.12,44.06,3.42,40.87,3.3,39.06,3.47,55.8,4.07
2011-12-09,2459.6,43.5,3.38,40.38,3.26,38.98,3.42,55.33,4.03
2011-12-12,2428.23,42.95,3.34,39.95,3.22,38.09,3.42,54.81,3.99
2011-12-13,2346.64,41.6,3.23,38.52,3.1,36.57,3.33,53.29,3.85
2011-12-14,2298.96,40.82,3.17,37.74,3.04,35.87,3.19,52.06,3.78
2011-12-15,2264.77,40.25,3.13,37.1,2.98,35.63,3.15,50.72,3.73
2011-12-16,2340.77,41.56,3.23,38.4,3.09,36.89,3.23,52.43,3.86
2011-12-19,2366.43,42.1,3.27,38.97,3.13,37.74,3.31,53.18,3.91
2011-12-20,2337.52,41.63,3.24,38.51,3.09,37.26,3.24,52.52,3.87
2011-12-21,2281.08,40.62,3.16,37.49,3.01,35.98,3.16,51.37,3.77
2011-12-22,2262.43,40.35,3.14,36.97,2.97,35.42,3.15,50.48,3.73
2011-12-23,2272.93,40.53,3.15,37.2,2.98,35.54,3.15,50.78,3.74
2011-12-26,2256.08,40.2,3.12,36.94,2.96,35.21,3.11,50.23,3.7
2011-12-27,2183.85,38.96,3.02,35.65,2.85,34.2,3.01,48.52,3.58
2011-12-28,2173.67,38.72,3.01,35.45,2.83,33.82,3.03,48.01,3.56
2011-12-29,2175.25,38.73,3.01,35.53,2.84,34.22,3.05,47.63,3.56
2011-12-30,2219.02,39.5,3.07,36.19,2.89,34.88,3.08,48.69,3.63
2012-01-04,2146.71,38.36,2.97,35.53,2.78,35.23,2.88,45.45,3.45
2012-01-05,2038.34,36.42,2.82,33.68,2.63,32.28,2.73,43.46,3.26
2012-01-06,2059.61,36.71,2.84,33.96,2.66,32.38,2.78,44.51,3.28
2012-01-09,2145.51,38.17,2.95,35.41,2.77,33.7,2.91,46.21,3.41
2012-01-10,2227.79,39.63,3.06,36.79,2.88,34.78,2.98,47.57,3.52
2012-01-11,2247.16,39.96,3.09,37.14,2.91,35.27,3.05,48.0,3.56
2012-01-12,2237.5,39.78,3.08,36.94,2.9,34.73,3.0,47.84,3.54
2012-01-13,2141.29,38.09,2.95,35.05,2.75,33.11,2.86,45.88,3.38
2012-01-16,2058.46,36.52,2.83,33.46,2.63,31.53,2.73,44.16,3.22
2012-01-17,2172.32,38.39,2.98,35.31,2.78,33.17,2.89,46.41,3.38
2012-01-18,2097.38,36.87,2.86,33.92,2.68,31.33,2.78,44.91,3.25
2012-01-19,2112.13,37.17,2.88,34.32,2.7,31.35,2.86,45.12,3.27
2012-01-20,2138.27,37.62,2.91,34.78,2.73,31.76,2.82,45.42,3.31
2012-01-30,2140.02,37.66,2.92,34.8,2.74,31.77,2.83,45.48,3.31
2012-01-31,2142.34,37.66,2.91,34.72,2.73,32.08,2.84,45.2,3.31
2012-02-01,2131.66,37.48,2.9,34.56,2.72,31.96,2.81,45.01,3.3
2012-02-02,2178.94,38.29,2.96,35.33,2.78,32.48,2.9,45.7,3.38
2012-02-03,2235.21,39.29,3.04,36.42,2.86,33.4,2.97,46.76,3.47
2012-02-06,2253.69,39.59,3.07,36.78,2.89,34.07,3.0,50.72,3.51
2012-02-07,2216.2,38.48,3.01,35.91,2.83,33.65,2.95,49.96,3.45
2012-02-08,2279.26,39.52,3.1,36.9,2.92,34.51,3.06,51.45,3.54
2012-02-09,2298.62,39.78,3.12,37.23,2.95,34.85,3.08,51.91,3.58
2012-02-10,2301.27,39.79,3.12,37.26,2.96,34.91,3.11,52.15,3.59
2012-02-13,2358.53,40.71,3.2,38.21,3.04,35.66,3.18,53.56,3.68
2012-02-14,2345.95,40.38,3.18,37.96,3.02,35.5,3.14,53.28,3.64
2012-02-15,2395.14,41.17,3.25,38.68,3.09,36.01,3.2,54.32,3.71
2012-02-16,2389.41,41.03,3.24,38.56,3.09,35.95,3.17,54.16,3.71
2012-02-17,2379.91,40.84,3.22,38.27,3.06,35.58,3.16,53.85,3.69
2012-02-20,2392.14,41.04,3.24,38.52,3.08,35.78,3.19,54.14,3.71
2012-02-21,2438.24,41.44,3.3,39.12,3.13,36.3,3.27,54.98,3.78
2012-02-22,2495.47,42.09,3.38,40.05,3.22,37.34,3.36,56.2,3.87
2012-02-23,2489.17,41.96,3.37,39.94,3.21,37.31,3.34,56.17,3.86
2012-02-24,2501.59,41.99,3.38,40.04,3.22,37.29,3.36,56.3,3.86
2012-02-27,2511.22,42.3,3.39,40.12,3.22,37.33,3.34,55.16,3.87
2012-02-28,2490.8,42.7,3.36,40.25,3.18,37.89,3.28,56.89,3.82
2012-02-29,2443.76,43.32,3.29,40.31,3.11,36.89,3.26,60.62,3.72
2012-03-01,2475.65,43.94,3.33,40.93,3.16,37.39,3.29,62.56,3.76
2012-03-02,2514.55,44.62,3.38,41.62,3.21,38.18,3.35,63.5,3.82
2012-03-05,2524.2,44.77,3.39,41.84,3.22,38.7,3.37,64.13,3.84
2012-03-06,2506.46,44.57,3.37,41.58,3.2,38.27,3.33,64.01,3.82
2012-03-07,2480.76,44.34,3.34,41.42,3.18,37.6,3.29,63.41,3.79
2012-03-08,2522.37,44.86,3.39,41.84,3.23,38.22,3.42,63.99,3.84
2012-03-09,2563.43,45.56,3.44,42.54,3.28,38.78,3.43,64.69,3.9
2012-03-12,2575.22,45.5,3.46,42.67,3.3,39.17,3.46,65.24,3.92
2012-03-13,2608.01,46.0,3.5,43.07,3.33,39.19,3.51,65.66,3.95
2012-03-14,2486.42,43.91,3.34,40.94,3.16,36.8,3.35,62.68,3.77
2012-03-15,2450.65,43.33,3.29,40.43,3.1,36.19,3.3,61.49,3.73
2012-03-16,2503.42,44.21,3.36,41.4,3.18,37.16,3.38,62.94,3.81
2012-03-19,2533.13,44.89,3.41,42.14,3.23,37.94,3.45,64.17,3.86
2012-03-20,2464.22,43.67,3.31,40.95,3.13,36.64,3.33,62.27,3.76
2012-03-21,2462.18,43.56,3.31,40.88,3.13,36.53,3.33,62.5,3.76
2012-03-22,2452.72,43.32,3.3,40.68,3.12,36.49,3.29,62.46,3.74
2012-03-23,2406.07,42.59,3.23,39.88,3.06,36.11,3.22,61.06,3.66
2012-03-26,2398.12,42.47,3.22,39.85,3.05,36.14,3.22,60.59,3.65
2012-03-27,2400.91,42.64,3.23,40.0,3.05,36.09,3.21,61.01,3.66
2012-03-28,2290.57,40.5,3.08,37.79,2.89,34.32,3.03,57.49,3.5
2012-03-29,2244.09,39.61,3.02,36.94,2.82,33.27,2.95,56.01,3.43
2012-03-30,2237.37,39.7,3.01,37.12,2.81,33.91,2.9,60.69,3.42
2012-04-05,2311.67,41.03,3.11,38.32,2.89,34.92,2.99,62.61,3.53
2012-04-06,2336.64,41.5,3.14,38.78,2.93,34.97,3.08,63.44,3.56
2012-04-09,2297.95,41.18,3.1,38.23,2.88,34.86,3.02,62.67,3.51
2012-04-10,2324.24,41.63,3.14,38.71,2.92,34.74,3.05,64.77,3.54
2012-04-11,2328.15,41.04,3.13,38.6,2.93,34.63,3.07,65.03,3.56
2012-04-12,2375.75,41.89,3.17,39.46,2.99,35.43,3.16,66.35,3.61
2012-04-13,2398.8,42.2,3.2,39.79,3.01,35.78,3.21,67.1,3.64
2012-04-16,2398.98,35.8,3.17,39.59,3.0,36.03,3.17,65.86,3.64
2012-04-17,2378.0,35.11,3.13,39.08,2.98,35.58,3.16,65.52,3.61
2012-04-18,2431.07,35.74,3.2,39.95,3.05,36.05,3.19,68.25,3.69
2012-04-19,2424.94,35.66,3.19,39.92,3.04,36.36,3.21,68.16,3.68
2012-04-20,2437.87,36.01,3.21,40.38,3.06,37.59,3.23,66.36,3.69
2012-04-23,2379.57,35.26,3.13,39.23,2.95,36.3,3.09,61.08,3.57
2012-04-24,2354.1,35.0,3.09,39.07,2.91,35.14,3.02,59.09,3.52
2012-04-25,2371.11,35.38,3.1,39.4,2.92,34.81,3.06,53.38,3.53
2012-04-26,2352.14,36.16,3.07,40.12,2.9,34.78,3.03,50.07,3.49
2012-04-27,2344.12,35.16,3.07,39.86,2.89,34.3,3.05,45.27,3.47
2012-05-02,2378.71,35.85,3.11,40.57,2.93,35.23,3.09,46.9,3.53
2012-05-03,2385.91,35.93,3.12,40.73,2.94,35.52,3.1,47.01,3.55
2012-05-04,2425.51,36.52,3.17,41.43,2.99,36.15,3.19,47.72,3.62
2012-05-07,2463.74,37.16,3.22,42.08,3.03,37.27,3.2,48.34,3.68
2012-05-08,2462.96,37.16,3.23,42.06,3.03,36.87,3.18,48.22,3.67
2012-05-09,2419.52,36.55,3.18,41.32,2.98,36.53,3.1,47.74,3.63
2012-05-10,2444.61,37.0,3.2,41.7,2.99,36.82,3.14,48.47,3.64
2012-05-11,2418.61,36.59,3.17,41.18,2.95,36.48,3.11,47.75,3.6
2012-05-14,2396.66,36.26,3.14,40.91,2.94,36.13,3.08,47.5,3.57
2012-05-15,2401.12,36.3,3.14,40.9,2.93,35.92,3.09,47.08,3.57
2012-05-16,2366.93,35.87,3.1,40.36,2.89,35.44,3.03,46.47,3.52
2012-05-17,2401.32,36.37,3.14,40.97,2.94,36.12,3.12,47.09,3.57
2012-05-18,2362.54,35.83,3.09,40.27,2.89,35.74,3.05,45.97,3.5
2012-05-21,2368.1,35.84,3.1,40.24,2.88,35.2,3.02,45.71,3.51
2012-05-22,2394.49,36.22,3.14,40.67,2.91,34.92,3.05,46.26,3.54
2012-05-23,2379.19,36.06,3.12,40.35,2.88,34.92,3.06,45.92,3.51
2012-05-24,2387.11,36.2,3.13,40.42,2.89,35.22,3.03,45.83,3.53
2012-05-25,2345.3,35.59,3.08,39.65,2.84,34.33,2.99,44.93,3.47
2012-05-28,2353.45,35.73,3.09,39.85,2.85,34.49,3.02,45.23,3.48
2012-05-29,2403.66,36.48,3.15,40.68,2.91,35.12,3.03,46.11,3.55
2012-05-30,2407.16,36.56,3.16,40.81,2.92,35.71,3.08,46.26,3.56
2012-05-31,2439.57,37.05,3.2,41.42,2.96,36.38,3.13,46.86,3.61
2012-06-01,2431.63,36.94,3.2,41.31,2.94,36.58,3.15,46.73,3.6
2012-06-04,2358.67,35.94,3.11,40.0,2.84,35.4,3.05,45.49,3.5
2012-06-05,2353.18,35.81,3.1,39.85,2.83,35.14,3.04,45.19,3.49
2012-06-06,2355.8,35.91,3.11,39.83,2.83,34.98,3.03,45.09,3.5
2012-06-07,2337.03,35.68,3.09,39.55,2.81,35.11,2.99,44.77,3.47
2012-06-08,2327.64,35.59,3.08,39.45,2.81,35.39,2.97,44.72,3.46
2012-06-11,2383.4,36.48,3.16,40.33,2.87,36.41,3.04,45.83,3.54
2012-06-12,2365.13,36.23,3.13,40.02,2.85,36.04,3.03,45.27,3.52
2012-06-13,2397.13,36.74,3.18,40.6,2.89,36.38,3.09,46.29,3.58
2012-06-14,2378.34,36.5,3.16,40.24,2.86,36.28,3.06,45.83,3.55
2012-06-15,2374.5,36.4,3.15,40.25,2.87,36.28,3.09,45.78,3.55
2012-06-18,2402.8,36.87,3.19,40.76,2.9,36.3,3.1,46.35,3.6
2012-06-19,2390.68,36.71,3.18,40.54,2.89,36.03,3.1,46.19,3.59
2012-06-20,2404.79,36.88,3.19,40.9,2.91,36.34,3.1,46.67,3.6
2012-06-21,2369.67,36.39,3.15,40.27,2.86,35.73,3.02,45.9,3.56
2012-06-25,2303.27,35.41,3.07,39.05,2.77,34.72,2.9,44.4,3.45
2012-06-26,2296.81,35.3,3.06,38.98,2.77,34.76,2.95,44.27,3.44
2012-06-27,2301.34,35.51,3.07,39.03,2.76,35.25,2.92,44.29,3.46
2012-06-28,2269.53,35.07,3.04,38.49,2.72,35.04,2.88,43.76,3.4
2012-06-29,2312.56,35.73,3.09,39.13,2.76,35.57,2.95,44.0,3.46
2012-07-02,2342.07,35.91,3.11,38.72,2.79,36.16,2.97,41.75,3.49
2012-07-03,2347.0,36.0,3.12,38.95,2.8,36.28,2.94,42.13,3.51
2012-07-04,2332.5,35.68,3.09,38.74,2.79,35.56,2.94,42.03,3.48
2012-07-05,2282.72,34.95,3.03,37.82,2.72,34.95,2.89,41.25,3.41
2012-07-06,2330.33,35.66,3.09,38.31,2.75,35.59,2.9,42.08,3.47
2012-07-09,2278.45,34.89,3.03,37.26,2.67,34.21,2.83,41.09,3.41
2012-07-10,2255.34,34.52,2.99,36.82,2.64,33.94,2.77,40.67,3.37
2012-07-11,2267.51,34.68,3.01,37.04,2.66,34.2,2.81,40.83,3.39
2012-07-12,2302.87,35.27,3.05,37.57,2.69,34.77,2.84,41.48,3.42
2012-07-13,2279.42,34.76,3.02,37.1,2.65,34.59,2.83,40.83,3.39
2012-07-16,2178.67,33.23,2.88,35.15,2.5,32.66,2.69,38.63,3.22
2012-07-17,2197.08,33.52,2.91,35.45,2.52,32.86,2.65,38.92,3.26
2012-07-18,2202.62,33.53,2.91,35.63,2.54,32.91,2.68,39.3,3.26
2012-07-19,2224.09,33.9,2.94,36.06,2.57,33.71,2.68,39.86,3.3
2012-07-20,2211.96,33.72,2.92,35.89,2.56,33.21,2.7,39.8,3.28
2012-07-23,2191.44,33.48,2.9,35.73,2.53,33.13,2.67,41.66,3.25
2012-07-24,2211.56,33.77,2.92,36.08,2.56,33.3,2.69,42.06,3.29
2012-07-25,2204.28,33.76,2.92,35.97,2.55,33.38,2.67,42.13,3.29
2012-07-26,2198.58,33.73,2.92,35.84,2.53,33.78,2.66,41.8,3.28
2012-07-27,2179.34,33.4,2.89,35.66,2.52,33.18,2.62,41.74,3.26
2012-07-30,2124.52,32.43,2.82,34.88,2.45,32.55,2.59,36.81,3.14
2012-07-31,2088.81,31.82,2.77,34.16,2.4,32.13,2.52,36.21,3.09
2012-08-01,2130.65,32.54,2.82,34.91,2.44,32.41,2.55,38.02,3.14
2012-08-02,2137.49,32.67,2.83,34.92,2.44,32.81,2.55,38.31,3.15
2012-08-03,2189.32,33.55,2.89,35.89,2.5,33.51,2.64,39.23,3.24
2012-08-06,2248.95,34.51,2.98,36.9,2.57,35.05,2.73,40.68,3.34
2012-08-07,2267.14,34.83,3.01,37.14,2.59,35.3,2.79,40.96,3.37
2012-08-08,2252.63,34.6,2.99,37.03,2.58,35.2,2.77,40.97,3.35
2012-08-09,2286.06,35.18,3.04,37.56,2.61,35.54,2.76,41.54,3.41
2012-08-10,2287.79,35.23,3.03,37.57,2.62,35.41,2.79,41.67,3.41
2012-08-13,2240.34,34.57,2.97,36.71,2.55,34.79,2.74,44.27,3.34
2012-08-14,2252.53,34.85,2.96,37.13,2.57,35.04,2.77,44.75,3.23
2012-08-15,2240.44,34.84,2.95,36.84,2.54,34.89,2.79,44.16,3.21
2012-08-16,2222.78,34.61,2.92,36.64,2.52,34.44,2.75,42.95,3.17
2012-08-17,2225.29,34.61,2.92,36.86,2.54,34.71,2.65,43.03,3.18
2012-08-20,2238.02,34.96,2.93,37.08,2.54,34.67,2.7,42.32,3.2
2012-08-21,2299.14,36.09,3.02,38.35,2.62,35.42,2.85,46.7,3.3
2012-08-22,2280.37,35.73,2.99,38.09,2.6,35.14,2.79,49.12,3.27
2012-08-23,2305.14,36.12,3.02,38.69,2.64,35.32,2.85,49.7,3.3
2012-08-24,2254.83,35.15,2.95,37.44,2.57,34.54,2.72,51.95,3.2
2012-08-27,2197.94,35.2,2.88,36.7,2.5,33.63,2.69,52.03,3.14
2012-08-28,2222.26,36.31,2.91,37.12,2.54,34.17,2.75,50.98,3.17
2012-08-29,2237.96,36.22,2.93,37.31,2.56,34.66,2.77,51.53,3.2
2012-08-30,2198.85,35.4,2.87,36.63,2.51,34.37,2.69,50.76,3.12
2012-08-31,2203.99,35.67,2.87,36.9,2.52,34.34,2.68,65.26,3.14
2012-09-03,2246.51,36.4,2.93,37.6,2.56,34.83,2.78,65.83,3.21
2012-09-04,2241.49,36.37,2.93,37.61,2.56,35.39,2.78,65.99,3.21
2012-09-05,2270.69,36.84,2.97,38.27,2.61,35.54,2.9,66.83,3.25
2012-09-06,2289.66,37.14,2.99,38.74,2.64,35.7,2.91,67.23,3.28
2012-09-07,2355.13,38.18,3.07,39.76,2.71,36.55,3.01,69.04,3.37
2012-09-10,2371.91,38.46,3.1,40.11,2.74,37.04,3.05,70.02,3.4
2012-09-11,2368.31,38.4,3.09,40.02,2.74,36.63,2.99,70.12,3.39
2012-09-12,2376.25,38.52,3.1,40.07,2.74,36.66,2.98,70.14,3.39
2012-09-13,2337.01,37.93,3.05,39.36,2.69,35.81,2.94,68.22,3.32
2012-09-14,2339.59,37.88,3.04,39.25,2.68,36.14,2.91,68.34,3.32
2012-09-17,2271.72,36.84,2.96,37.98,2.59,35.1,2.79,66.44,3.22
2012-09-18,2273.14,36.89,2.96,38.02,2.59,35.1,2.84,66.47,3.23
2012-09-19,2304.11,37.32,3.0,38.56,2.63,35.83,2.87,67.68,3.27
2012-09-20,2224.26,36.11,2.9,37.05,2.52,33.59,2.7,65.05,3.15
2012-09-21,2189.28,35.48,2.85,36.44,2.48,33.3,2.64,63.98,3.1
2012-09-24,2204.83,35.73,2.87,36.59,2.49,33.46,2.66,64.37,3.13
2012-09-25,2175.26,35.3,2.84,36.13,2.45,33.2,2.61,63.46,3.08
2012-09-26,2119.72,34.42,2.77,35.18,2.39,31.83,2.56,61.48,2.99
2012-09-27,2168.0,35.19,2.83,35.97,2.44,32.59,2.67,63.2,3.06
2012-09-28,2206.14,35.8,2.88,36.6,2.48,33.35,2.71,64.1,3.12
2012-10-08,2198.3,35.72,2.87,36.52,2.48,33.21,2.72,63.88,3.12
2012-10-09,2262.15,36.75,2.95,37.64,2.55,34.21,2.8,65.64,3.21
2012-10-10,2292.73,37.23,2.99,38.13,2.59,34.99,2.85,66.54,3.25
2012-10-11,2255.59,36.63,2.94,37.37,2.54,33.98,2.79,65.09,3.2
2012-10-12,2238.88,36.37,2.92,37.06,2.52,33.86,2.73,64.37,3.17
2012-10-15,2217.02,36.01,2.89,36.55,2.48,33.58,2.7,64.23,3.14
2012-10-16,2220.5,36.1,2.9,36.62,2.49,33.72,2.71,64.36,3.14
2012-10-17,2225.24,36.12,2.9,36.76,2.5,34.0,2.73,64.5,3.15
2012-10-18,2264.15,36.68,2.95,37.34,2.54,34.5,2.75,65.46,3.2
2012-10-19,2266.79,36.7,2.95,37.4,2.55,34.54,2.8,66.28,3.2
2012-10-22,2271.22,37.23,2.96,38.0,2.56,34.8,2.79,66.29,3.21
2012-10-23,2239.6,36.31,2.91,37.15,2.51,34.66,2.73,69.44,3.15
2012-10-24,2230.54,36.28,2.9,37.17,2.5,34.5,2.72,64.17,3.12
2012-10-25,2201.69,35.35,2.85,36.52,2.48,33.35,2.67,43.91,3.07
2012-10-26,2155.38,35.7,2.79,36.13,2.41,32.2,2.53,44.01,3.0
2012-10-29,2147.27,35.61,2.78,35.93,2.4,32.55,2.55,40.99,2.99
2012-10-30,2140.74,34.38,2.77,35.58,2.39,32.7,2.5,37.32,2.98
2012-10-31,2150.6,34.72,2.79,36.0,2.4,32.9,2.58,36.8,2.99
2012-11-01,2181.33,35.19,2.82,36.59,2.44,33.15,2.59,37.5,3.04
2012-11-02,2178.32,35.13,2.81,36.6,2.44,33.5,2.56,37.53,3.04
2012-11-05,2162.37,34.8,2.79,36.28,2.42,32.87,2.55,37.16,3.02
2012-11-06,2151.74,34.65,2.77,36.03,2.41,32.67,2.54,36.78,3.0
2012-11-07,2153.52,34.69,2.78,36.08,2.41,32.58,2.56,36.98,3.01
2012-11-08,2096.68,33.8,2.71,35.14,2.34,31.81,2.47,36.16,2.92
2012-11-09,2086.65,33.6,2.69,35.0,2.33,31.44,2.48,35.9,2.9
2012-11-12,2094.61,33.67,2.7,35.23,2.35,31.58,2.49,36.09,2.92
2012-11-13,2062.96,33.15,2.65,34.65,2.3,30.99,2.46,35.38,2.87
2012-11-14,2069.17,33.23,2.66,34.64,2.3,30.72,2.45,35.48,2.87
2012-11-15,2027.9,32.64,2.61,33.86,2.25,30.22,2.37,34.69,2.81
2012-11-16,2011.19,32.38,2.59,33.56,2.23,29.53,2.36,34.36,2.79
2012-11-19,2014.68,32.44,2.6,33.7,2.25,29.82,2.36,34.51,2.8
